transaction_id,complaint_id,timestamp,sender_account,receiver_account,amount,channel,city,state,is_suspicious,risk_score,transaction_velocity
TXN202598,,2025-04-02T05:07:00,ACC00226,ACC00207,2988.37,NEFT,Bengaluru,Karnataka,False,30,1.19
TXN202599,,2025-03-08T18:42:00,ACC00065,ACC00046,6025.12,NEFT,Hyderabad,Telangana,False,15,0.59
TXN202600,,2025-06-05T03:24:00,ACC00002,ACC00243,692.27,Wallet,Jaipur,Rajasthan,False,15,1.33
TXN202601,,2025-04-28T05:28:00,ACC00395,ACC00006,3774.95,NEFT,Bengaluru,Karnataka,False,33,0.79
TXN202602,,2025-02-07T19:29:00,ACC00061,ACC00165,1213.81,NEFT,Bengaluru,Karnataka,False,25,1.73
TXN202603,,2025-02-13T11:26:00,ACC00462,ACC00403,2397.26,Wallet,Bengaluru,Karnataka,False,30,1.28
TXN202604,,2025-02-26T04:12:00,ACC00016,ACC00019,2387.3,IMPS,Hyderabad,Telangana,False,20,0.58
TXN202605,,2025-06-07T14:47:00,ACC00388,ACC00340,29955.13,UPI,Jaipur,Rajasthan,False,15,0.42
TXN202606,,2025-05-15T00:43:00,ACC00361,ACC00050,12011.36,UPI,Patna,Bihar,False,23,1.55
TXN202607,,2025-07-14T12:32:00,ACC00484,ACC00175,5420.15,Wallet,Jaipur,Rajasthan,False,32,1.27
TXN202608,,2025-05-02T16:19:00,ACC00141,ACC00370,1130.88,Card,Hyderabad,Telangana,False,29,1.28
TXN202609,,2025-05-14T19:30:00,ACC00408,ACC00061,3611.7,RTGS,Kanpur,Uttar Pradesh,False,23,1.04
TXN202610,,2025-05-24T23:37:00,ACC00134,ACC00330,1239.9,Card,Bengaluru,Karnataka,False,18,1.47
TXN202611,,2025-05-15T20:08:00,ACC00005,ACC00494,844.98,NEFT,Mumbai,Maharashtra,False,34,1.49
TXN202612,,2025-05-30T03:01:00,ACC00286,ACC00034,525.32,UPI,Hyderabad,Telangana,False,9,0.55
TXN202613,,2025-02-09T01:23:00,ACC00226,ACC00214,1025.66,RTGS,Lucknow,Uttar Pradesh,False,9,1.76
TXN202614,,2025-02-23T11:24:00,ACC00267,ACC00282,650.46,Wallet,Hyderabad,Telangana,False,24,1.08
TXN202615,,2025-07-07T08:58:00,ACC00387,ACC00174,497.49,NEFT,Jaipur,Rajasthan,False,5,1.21
TXN202616,,2025-07-09T19:14:00,ACC00348,ACC00260,1827.4,Wallet,Bengaluru,Karnataka,False,25,1.33
TXN202617,,2025-04-29T06:22:00,ACC00021,ACC00015,1457.73,RTGS,Bengaluru,Karnataka,False,28,0.88
TXN202618,,2025-04-03T05:34:00,ACC00090,ACC00072,2891.84,Wallet,Delhi,Delhi,False,18,1.29
TXN202619,,2025-07-27T12:07:00,ACC00251,ACC00475,7383.25,UPI,Bengaluru,Karnataka,False,26,0.82
TXN202620,,2025-03-25T11:03:00,ACC00368,ACC00009,2433.48,Wallet,Kanpur,Uttar Pradesh,False,25,0.54
TXN202621,,2025-02-22T19:02:00,ACC00227,ACC00004,970.44,Card,Patna,Bihar,False,17,0.92
TXN202622,,2025-01-01T20:59:00,ACC00458,ACC00019,6099.02,UPI,Kanpur,Uttar Pradesh,False,13,1.77
TXN202623,,2025-04-07T17:52:00,ACC00233,ACC00204,3805.44,IMPS,Kanpur,Uttar Pradesh,False,15,1.03
TXN202624,,2025-09-10T03:37:00,ACC00112,ACC00114,975.19,RTGS,Patna,Bihar,False,36,1.48
TXN202625,,2025-06-21T10:32:00,ACC00140,ACC00288,1561.12,Card,Mumbai,Maharashtra,False,12,0.77
TXN202626,,2025-07-24T16:18:00,ACC00328,ACC00420,5631.25,Card,Mumbai,Maharashtra,False,7,1.2
TXN202627,,2025-07-04T02:11:00,ACC00404,ACC00327,1055.99,NEFT,Delhi,Delhi,False,18,1.94
TXN202628,,2025-09-08T09:36:00,ACC00079,ACC00240,739.83,Card,Kanpur,Uttar Pradesh,False,11,0.79
TXN202629,,2025-04-05T06:59:00,ACC00201,ACC00461,3164.96,Wallet,Hyderabad,Telangana,False,21,1.24
TXN202630,,2025-08-11T12:20:00,ACC00245,ACC00183,530.71,Wallet,Mumbai,Maharashtra,False,19,1.4
TXN202631,,2025-01-25T14:23:00,ACC00265,ACC00089,825.37,UPI,Delhi,Delhi,False,15,0.63
TXN202632,,2025-03-22T12:09:00,ACC00126,ACC00044,1467.29,NEFT,Hyderabad,Telangana,False,21,1.21
TXN202633,,2025-05-08T12:53:00,ACC00288,ACC00172,1041.11,NEFT,Patna,Bihar,False,9,1.68
TXN202634,,2025-05-24T22:40:00,ACC00381,ACC00113,1102.2,RTGS,Patna,Bihar,False,25,1.08
TXN202635,,2025-05-15T15:32:00,ACC00430,ACC00265,3502.33,Card,Mumbai,Maharashtra,False,27,0.87
TXN202636,,2025-07-04T09:50:00,ACC00267,ACC00413,45957.4,UPI,Kanpur,Uttar Pradesh,False,26,0.29
TXN202637,,2025-09-05T10:17:00,ACC00265,ACC00389,5088.55,Wallet,Lucknow,Uttar Pradesh,False,23,0.25
TXN202638,,2025-01-18T21:47:00,ACC00052,ACC00361,1181.86,UPI,Mumbai,Maharashtra,False,22,0.64
TXN202639,,2025-08-15T05:08:00,ACC00354,ACC00132,2442.62,UPI,Mumbai,Maharashtra,False,30,1.23
TXN202640,,2025-01-07T21:40:00,ACC00177,ACC00152,760.49,Wallet,Mumbai,Maharashtra,False,12,0.23
TXN202641,,2025-07-19T03:23:00,ACC00081,ACC00465,1468.47,IMPS,Delhi,Delhi,False,26,1.78
TXN202642,,2025-03-17T10:54:00,ACC00486,ACC00284,1889.15,NEFT,Jaipur,Rajasthan,False,17,1.42
TXN202643,,2025-08-21T02:49:00,ACC00141,ACC00311,6023.89,NEFT,Delhi,Delhi,False,12,1.45
TXN202644,,2025-04-11T21:07:00,ACC00352,ACC00305,1361.58,Wallet,Lucknow,Uttar Pradesh,False,29,1.96
TXN202645,,2025-05-13T17:12:00,ACC00368,ACC00313,1406.52,RTGS,Patna,Bihar,False,12,0.19
TXN202646,,2025-03-11T13:36:00,ACC00455,ACC00179,1997.68,Wallet,Delhi,Delhi,False,27,1.63
TXN202647,,2025-07-30T03:44:00,ACC00016,ACC00206,1995.19,Card,Mumbai,Maharashtra,False,24,0.84
TXN202648,,2025-09-14T18:18:00,ACC00159,ACC00490,2163.51,NEFT,Bengaluru,Karnataka,False,11,1.19
TXN202649,,2025-03-15T15:42:00,ACC00222,ACC00128,4546.04,RTGS,Lucknow,Uttar Pradesh,False,19,1.76
TXN202650,,2025-07-27T20:26:00,ACC00126,ACC00429,2148.21,RTGS,Bengaluru,Karnataka,False,32,1.28
TXN202651,,2025-06-01T14:33:00,ACC00345,ACC00121,389.22,UPI,Bengaluru,Karnataka,False,17,1.28
TXN202652,,2025-04-06T14:03:00,ACC00488,ACC00219,2443.95,IMPS,Mumbai,Maharashtra,False,30,0.64
TXN202653,,2025-01-21T19:41:00,ACC00356,ACC00263,1661.34,NEFT,Patna,Bihar,False,20,1.18
TXN202654,,2025-01-13T01:42:00,ACC00487,ACC00424,1023.29,RTGS,Patna,Bihar,False,13,1.79
TXN202655,,2025-06-11T19:04:00,ACC00109,ACC00361,3334.37,NEFT,Hyderabad,Telangana,False,29,1.79
TXN202656,,2025-05-13T16:31:00,ACC00112,ACC00442,1676.38,RTGS,Patna,Bihar,False,13,1.96
TXN202657,,2025-03-30T03:56:00,ACC00381,ACC00134,1089.27,UPI,Bengaluru,Karnataka,False,18,0.64
TXN202658,,2025-04-08T08:50:00,ACC00401,ACC00118,9766.63,IMPS,Bengaluru,Karnataka,False,41,0.47
TXN202659,,2025-02-06T23:20:00,ACC00398,ACC00351,743.25,UPI,Jaipur,Rajasthan,False,25,0.94
TXN202660,,2025-08-02T14:24:00,ACC00459,ACC00141,6922.93,Wallet,Jaipur,Rajasthan,False,32,1.93
TXN202661,,2025-08-17T17:09:00,ACC00360,ACC00060,3165.77,IMPS,Patna,Bihar,False,26,1.1
TXN202662,,2025-05-05T14:53:00,ACC00208,ACC00177,1155.87,Wallet,Lucknow,Uttar Pradesh,False,39,0.25
TXN202663,,2025-06-01T10:45:00,ACC00068,ACC00421,1762.14,RTGS,Kanpur,Uttar Pradesh,False,31,0.52
TXN202664,,2025-02-28T14:55:00,ACC00236,ACC00384,626.83,NEFT,Patna,Bihar,False,20,1.22
TXN202665,,2025-05-18T00:57:00,ACC00181,ACC00027,673.93,IMPS,Kanpur,Uttar Pradesh,False,1,1.67
TXN202666,,2025-03-24T20:40:00,ACC00271,ACC00200,1677.83,NEFT,Kanpur,Uttar Pradesh,False,15,0.47
TXN202667,,2025-06-12T19:27:00,ACC00301,ACC00161,1070.54,RTGS,Kanpur,Uttar Pradesh,False,15,0.73
TXN202668,,2025-06-10T05:54:00,ACC00331,ACC00114,1046.38,Card,Patna,Bihar,False,23,1.77
TXN202669,,2025-03-29T05:06:00,ACC00204,ACC00194,2038.29,UPI,Lucknow,Uttar Pradesh,False,43,1.17
TXN202670,,2025-04-01T00:08:00,ACC00298,ACC00011,4808.11,UPI,Bengaluru,Karnataka,False,22,0.17
TXN202671,,2025-08-02T07:12:00,ACC00202,ACC00488,14505.5,Wallet,Kanpur,Uttar Pradesh,False,11,1.65
TXN202672,,2025-09-12T12:17:00,ACC00026,ACC00453,1538.04,RTGS,Bengaluru,Karnataka,False,8,1.3
TXN202673,,2025-07-14T20:53:00,ACC00053,ACC00403,7434.4,NEFT,Jaipur,Rajasthan,False,32,0.84
TXN202674,,2025-02-19T07:58:00,ACC00337,ACC00127,3796.57,RTGS,Bengaluru,Karnataka,False,32,0.31
TXN202675,,2025-06-08T04:18:00,ACC00390,ACC00055,2787.65,NEFT,Bengaluru,Karnataka,False,14,1.14
TXN202676,,2025-08-05T18:49:00,ACC00361,ACC00112,4292.75,NEFT,Lucknow,Uttar Pradesh,False,22,0.14
TXN202677,,2025-07-06T21:07:00,ACC00210,ACC00024,373.62,IMPS,Jaipur,Rajasthan,False,8,1.32
TXN202678,,2025-07-17T04:57:00,ACC00205,ACC00355,1158.51,RTGS,Patna,Bihar,False,11,1.42
TXN202679,,2025-06-18T03:51:00,ACC00468,ACC00267,679.1,Card,Patna,Bihar,False,15,1.87
TXN202680,,2025-04-24T13:35:00,ACC00408,ACC00485,33844.11,IMPS,Hyderabad,Telangana,False,20,0.14
TXN202681,,2025-01-10T14:09:00,ACC00345,ACC00387,2271.25,Wallet,Kanpur,Uttar Pradesh,False,20,0.93
TXN202682,,2025-09-08T05:42:00,ACC00007,ACC00441,1501.29,IMPS,Delhi,Delhi,False,25,0.58
TXN202683,,2025-04-02T19:42:00,ACC00415,ACC00154,3856.03,UPI,Lucknow,Uttar Pradesh,False,14,1.13
TXN202684,,2025-01-18T22:40:00,ACC00417,ACC00125,300.09,UPI,Kanpur,Uttar Pradesh,False,28,1.28
TXN202685,,2025-06-23T00:24:00,ACC00076,ACC00100,5823.37,NEFT,Hyderabad,Telangana,False,19,1.1
TXN202686,,2025-03-17T12:45:00,ACC00295,ACC00473,3138.27,Wallet,Mumbai,Maharashtra,False,41,1.62
TXN202687,,2025-05-10T15:09:00,ACC00149,ACC00127,1237.71,NEFT,Bengaluru,Karnataka,False,10,0.36
TXN202688,,2025-06-09T10:56:00,ACC00430,ACC00197,768.49,Card,Jaipur,Rajasthan,False,1,0.17
TXN202689,,2025-05-25T17:17:00,ACC00138,ACC00243,1640.18,Card,Lucknow,Uttar Pradesh,False,15,0.58
TXN202690,,2025-01-01T02:52:00,ACC00252,ACC00494,849.84,UPI,Delhi,Delhi,False,24,1.53
TXN202691,,2025-07-03T07:43:00,ACC00254,ACC00172,1054.71,NEFT,Hyderabad,Telangana,False,31,0.73
TXN202692,,2025-04-11T01:28:00,ACC00076,ACC00077,2219.69,IMPS,Delhi,Delhi,False,17,0.81
TXN202693,,2025-03-18T01:12:00,ACC00070,ACC00425,2020.13,RTGS,Lucknow,Uttar Pradesh,False,27,1.68
TXN202694,,2025-02-07T07:00:00,ACC00050,ACC00076,1633.73,Card,Mumbai,Maharashtra,False,20,0.68
TXN202695,,2025-03-21T09:05:00,ACC00107,ACC00157,3238.18,UPI,Bengaluru,Karnataka,False,7,1.46
TXN202696,,2025-01-27T17:29:00,ACC00333,ACC00045,969.98,Wallet,Kanpur,Uttar Pradesh,False,18,0.44
TXN202697,,2025-01-11T23:09:00,ACC00238,ACC00111,874.25,RTGS,Hyderabad,Telangana,False,17,1.29
TXN202698,,2025-05-29T08:33:00,ACC00132,ACC00474,1322.19,RTGS,Mumbai,Maharashtra,False,1,1.57
TXN202699,,2025-09-08T09:22:00,ACC00210,ACC00133,8338.46,Card,Patna,Bihar,False,30,0.86
TXN202700,,2025-06-12T16:45:00,ACC00115,ACC00119,3170.2,Card,Patna,Bihar,False,5,0.81
TXN202701,,2025-06-26T05:18:00,ACC00025,ACC00338,1643.58,Card,Mumbai,Maharashtra,False,18,0.1
TXN202702,,2025-02-21T06:26:00,ACC00098,ACC00106,2730.15,Wallet,Lucknow,Uttar Pradesh,False,12,0.73
TXN202703,,2025-01-14T07:01:00,ACC00436,ACC00132,1727.91,NEFT,Kanpur,Uttar Pradesh,False,17,0.66
TXN202704,,2025-03-15T00:37:00,ACC00468,ACC00345,701.23,IMPS,Kanpur,Uttar Pradesh,False,17,1.78
TXN202705,,2025-02-12T13:08:00,ACC00112,ACC00443,2426.87,NEFT,Bengaluru,Karnataka,False,18,1.3
TXN202706,,2025-06-10T21:04:00,ACC00220,ACC00453,2832.96,Card,Lucknow,Uttar Pradesh,False,17,0.95
TXN202707,,2025-02-05T00:23:00,ACC00432,ACC00122,725.27,Wallet,Patna,Bihar,False,18,1.53
TXN202708,,2025-03-04T06:18:00,ACC00386,ACC00087,5180.1,RTGS,Hyderabad,Telangana,False,24,0.56
TXN202709,,2025-02-14T13:29:00,ACC00005,ACC00218,1217.69,RTGS,Lucknow,Uttar Pradesh,False,21,0.25
TXN202710,,2025-08-23T09:32:00,ACC00246,ACC00286,3145.34,UPI,Jaipur,Rajasthan,False,24,1.64
TXN202711,,2025-01-25T00:23:00,ACC00333,ACC00020,3957.62,Card,Mumbai,Maharashtra,False,23,0.42
TXN202712,,2025-05-25T12:37:00,ACC00291,ACC00437,994.67,NEFT,Mumbai,Maharashtra,False,15,0.58
TXN202713,,2025-04-15T17:45:00,ACC00264,ACC00476,1121.37,RTGS,Jaipur,Rajasthan,False,19,0.58
TXN202714,,2025-08-19T05:35:00,ACC00308,ACC00189,12320.46,Wallet,Patna,Bihar,False,17,0.96
TXN202715,,2025-05-12T17:35:00,ACC00290,ACC00339,909.82,NEFT,Kanpur,Uttar Pradesh,False,25,0.48
TXN202716,,2025-04-10T11:34:00,ACC00175,ACC00016,518.86,RTGS,Hyderabad,Telangana,False,41,1.69
TXN202717,,2025-06-20T19:17:00,ACC00445,ACC00377,1784.51,Card,Jaipur,Rajasthan,False,18,1.31
TXN202718,,2025-09-15T04:42:00,ACC00092,ACC00321,1072.91,UPI,Kanpur,Uttar Pradesh,False,22,1.21
TXN202719,,2025-04-07T01:55:00,ACC00053,ACC00170,5658.67,NEFT,Jaipur,Rajasthan,False,29,0.79
TXN202720,,2025-04-24T02:38:00,ACC00430,ACC00338,4205.15,Card,Mumbai,Maharashtra,False,19,0.61
TXN202721,,2025-04-30T10:24:00,ACC00055,ACC00121,327.77,NEFT,Mumbai,Maharashtra,False,6,1.04
TXN202722,,2025-05-02T04:48:00,ACC00406,ACC00274,3317.78,Wallet,Mumbai,Maharashtra,False,17,1.16
TXN202723,,2025-04-06T11:27:00,ACC00035,ACC00008,2222.52,Wallet,Mumbai,Maharashtra,False,26,0.92
TXN202724,,2025-03-18T01:14:00,ACC00017,ACC00005,8519.04,IMPS,Patna,Bihar,False,27,1.56
TXN202725,,2025-04-13T17:13:00,ACC00141,ACC00021,1336.51,Card,Delhi,Delhi,False,9,1.89
TXN202726,,2025-05-28T13:02:00,ACC00356,ACC00378,10749.29,UPI,Delhi,Delhi,False,24,1.21
TXN202727,,2025-02-07T00:21:00,ACC00394,ACC00102,812.69,NEFT,Mumbai,Maharashtra,False,22,1.29
TXN202728,,2025-08-14T22:40:00,ACC00478,ACC00216,1195.13,RTGS,Jaipur,Rajasthan,False,1,1.36
TXN202729,,2025-05-08T04:34:00,ACC00350,ACC00159,1385.61,NEFT,Jaipur,Rajasthan,False,10,0.76
TXN202730,,2025-03-10T17:59:00,ACC00380,ACC00079,3675.14,Card,Patna,Bihar,False,27,0.44
TXN202731,,2025-06-30T05:08:00,ACC00212,ACC00395,7857.32,NEFT,Patna,Bihar,False,2,1.41
TXN202732,,2025-04-24T13:37:00,ACC00452,ACC00484,6188.68,UPI,Bengaluru,Karnataka,False,9,1.04
TXN202733,,2025-05-21T10:48:00,ACC00427,ACC00429,2942.24,Card,Mumbai,Maharashtra,False,30,0.98
TXN202734,,2025-08-01T15:06:00,ACC00027,ACC00455,1664.47,IMPS,Lucknow,Uttar Pradesh,False,1,1.46
TXN202735,,2025-02-06T01:48:00,ACC00057,ACC00006,1553.29,Wallet,Delhi,Delhi,False,10,0.19
TXN202736,,2025-04-06T19:44:00,ACC00353,ACC00173,4169.31,UPI,Kanpur,Uttar Pradesh,False,24,0.32
TXN202737,,2025-03-30T02:49:00,ACC00223,ACC00486,5130.62,Card,Kanpur,Uttar Pradesh,False,11,0.27
TXN202738,,2025-03-11T01:16:00,ACC00022,ACC00207,1208.58,Wallet,Delhi,Delhi,False,24,1.23
TXN202739,,2025-02-26T19:09:00,ACC00087,ACC00017,1002.14,IMPS,Lucknow,Uttar Pradesh,False,10,0.46
TXN202740,,2025-06-01T00:55:00,ACC00108,ACC00115,6162.65,NEFT,Delhi,Delhi,False,19,1.04
TXN202741,,2025-02-06T10:29:00,ACC00206,ACC00195,552.26,RTGS,Delhi,Delhi,False,24,0.31
TXN202742,,2025-09-11T10:46:00,ACC00134,ACC00229,458.36,Card,Delhi,Delhi,False,18,1.41
TXN202743,,2025-01-17T03:27:00,ACC00316,ACC00083,43665.19,NEFT,Patna,Bihar,False,37,1.78
TXN202744,,2025-05-18T09:05:00,ACC00105,ACC00457,457.94,Wallet,Kanpur,Uttar Pradesh,False,8,0.84
TXN202745,,2025-04-11T10:43:00,ACC00275,ACC00298,2149.05,NEFT,Bengaluru,Karnataka,False,33,1.97
TXN202746,,2025-02-05T01:34:00,ACC00255,ACC00319,471.13,Wallet,Hyderabad,Telangana,False,10,1.76
TXN202747,,2025-05-12T03:15:00,ACC00425,ACC00414,5666.98,Wallet,Lucknow,Uttar Pradesh,False,2,1.44
TXN202748,,2025-08-13T23:39:00,ACC00447,ACC00351,2615.48,UPI,Hyderabad,Telangana,False,26,0.58
TXN202749,,2025-07-14T22:58:00,ACC00263,ACC00279,3828.58,UPI,Kanpur,Uttar Pradesh,False,29,1.02
TXN202750,,2025-05-05T11:33:00,ACC00458,ACC00342,3056.56,Card,Delhi,Delhi,False,26,0.71
TXN202751,,2025-04-28T10:03:00,ACC00316,ACC00452,5152.37,Wallet,Jaipur,Rajasthan,False,20,0.24
TXN202752,,2025-04-19T19:06:00,ACC00085,ACC00097,1461.24,RTGS,Hyderabad,Telangana,False,20,1.13
TXN202753,,2025-04-04T03:20:00,ACC00113,ACC00294,17000.26,UPI,Hyderabad,Telangana,False,11,0.36
TXN202754,,2025-09-07T07:48:00,ACC00488,ACC00063,7823.44,UPI,Hyderabad,Telangana,False,18,1.97
TXN202755,,2025-03-23T21:15:00,ACC00229,ACC00378,1595.14,UPI,Delhi,Delhi,False,16,1.09
TXN202756,,2025-03-22T14:09:00,ACC00225,ACC00470,1232.96,RTGS,Delhi,Delhi,False,26,0.73
TXN202757,,2025-08-16T12:01:00,ACC00332,ACC00294,7386.53,RTGS,Jaipur,Rajasthan,False,33,0.73
TXN202758,,2025-01-24T09:16:00,ACC00223,ACC00409,1334.68,Card,Lucknow,Uttar Pradesh,False,23,0.26
TXN202759,,2025-06-15T12:27:00,ACC00265,ACC00258,6508.43,Wallet,Hyderabad,Telangana,False,15,1.66
TXN202760,,2025-06-04T13:58:00,ACC00210,ACC00414,2917.33,Card,Delhi,Delhi,False,11,1.1
TXN202761,,2025-01-27T21:39:00,ACC00105,ACC00450,1735.0,IMPS,Lucknow,Uttar Pradesh,False,11,1.3
TXN202762,,2025-06-08T09:45:00,ACC00078,ACC00359,689.4,Card,Delhi,Delhi,False,35,0.94
TXN202763,,2025-01-13T08:01:00,ACC00357,ACC00192,781.55,Card,Kanpur,Uttar Pradesh,False,14,1.42
TXN202764,,2025-07-10T22:55:00,ACC00456,ACC00389,3134.13,Card,Lucknow,Uttar Pradesh,False,26,1.82
TXN202765,,2025-03-03T15:12:00,ACC00229,ACC00399,4575.35,UPI,Hyderabad,Telangana,False,18,1.32
TXN202766,,2025-06-30T22:51:00,ACC00189,ACC00061,136.6,Card,Kanpur,Uttar Pradesh,False,25,0.66
TXN202767,,2025-02-04T13:58:00,ACC00037,ACC00183,427.3,UPI,Kanpur,Uttar Pradesh,False,43,0.27
TXN202768,,2025-01-19T04:58:00,ACC00407,ACC00269,1501.41,Card,Delhi,Delhi,False,34,0.74
TXN202769,,2025-05-18T09:10:00,ACC00451,ACC00179,611.22,UPI,Bengaluru,Karnataka,False,37,0.96
TXN202770,,2025-07-03T20:37:00,ACC00346,ACC00348,22387.42,IMPS,Lucknow,Uttar Pradesh,False,8,1.89
TXN202771,,2025-08-17T00:58:00,ACC00298,ACC00497,2092.18,RTGS,Mumbai,Maharashtra,False,26,1.63
TXN202772,,2025-08-22T01:16:00,ACC00495,ACC00292,2399.43,UPI,Kanpur,Uttar Pradesh,False,10,1.26
TXN202773,,2025-07-09T23:15:00,ACC00193,ACC00214,1609.13,NEFT,Hyderabad,Telangana,False,25,1.18
TXN202774,,2025-08-10T17:35:00,ACC00217,ACC00465,1139.61,Card,Delhi,Delhi,False,19,1.27
TXN202775,,2025-08-31T22:43:00,ACC00151,ACC00184,1952.63,IMPS,Mumbai,Maharashtra,False,26,1.76
TXN202776,,2025-05-10T14:16:00,ACC00479,ACC00084,1186.31,Wallet,Lucknow,Uttar Pradesh,False,19,1.7
TXN202777,,2025-08-01T19:32:00,ACC00324,ACC00354,1375.75,NEFT,Patna,Bihar,False,25,1.71
TXN202778,,2025-02-08T18:50:00,ACC00110,ACC00462,774.33,Wallet,Jaipur,Rajasthan,False,16,0.57
TXN202779,,2025-09-14T13:55:00,ACC00425,ACC00378,9641.62,UPI,Patna,Bihar,False,33,1.3
TXN202780,,2025-05-09T00:26:00,ACC00342,ACC00117,835.85,NEFT,Patna,Bihar,False,14,1.26
TXN202781,,2025-02-27T14:36:00,ACC00385,ACC00459,3436.41,Card,Delhi,Delhi,False,20,1.65
TXN202782,,2025-08-30T04:48:00,ACC00133,ACC00144,1753.93,NEFT,Jaipur,Rajasthan,False,21,0.6
TXN202783,,2025-07-04T10:40:00,ACC00343,ACC00305,1972.67,Wallet,Bengaluru,Karnataka,False,42,0.42
TXN202784,,2025-03-28T12:14:00,ACC00064,ACC00075,784.46,IMPS,Delhi,Delhi,False,11,0.35
TXN202785,,2025-01-13T20:34:00,ACC00112,ACC00182,1632.53,UPI,Mumbai,Maharashtra,False,8,0.49
TXN202786,,2025-03-10T08:40:00,ACC00440,ACC00200,2300.85,Card,Jaipur,Rajasthan,False,13,0.37
TXN202787,,2025-07-07T03:30:00,ACC00385,ACC00234,4328.55,Card,Delhi,Delhi,False,22,0.55
TXN202788,,2025-01-20T09:36:00,ACC00097,ACC00004,1867.4,RTGS,Mumbai,Maharashtra,False,22,0.18
TXN202789,,2025-05-20T21:04:00,ACC00398,ACC00311,1427.43,UPI,Lucknow,Uttar Pradesh,False,27,0.39
TXN202790,,2025-05-22T19:27:00,ACC00218,ACC00203,5466.89,IMPS,Kanpur,Uttar Pradesh,False,17,1.33
TXN202791,,2025-06-03T20:53:00,ACC00168,ACC00482,4556.21,RTGS,Patna,Bihar,False,25,0.51
TXN202792,,2025-05-04T06:04:00,ACC00105,ACC00290,1776.43,UPI,Lucknow,Uttar Pradesh,False,21,0.77
TXN202793,,2025-05-13T04:23:00,ACC00157,ACC00368,2277.12,RTGS,Kanpur,Uttar Pradesh,False,21,0.33
TXN202794,,2025-05-28T23:58:00,ACC00399,ACC00371,2292.82,UPI,Kanpur,Uttar Pradesh,False,15,1.91
TXN202795,,2025-02-09T12:22:00,ACC00050,ACC00015,14565.66,IMPS,Jaipur,Rajasthan,False,26,0.4
TXN202796,,2025-03-30T03:40:00,ACC00071,ACC00224,1573.89,Card,Bengaluru,Karnataka,False,7,1.21
TXN202797,,2025-02-21T23:44:00,ACC00196,ACC00439,2750.09,Card,Hyderabad,Telangana,False,18,0.56
TXN202798,,2025-04-24T07:04:00,ACC00345,ACC00209,6245.89,UPI,Mumbai,Maharashtra,False,16,1.57
TXN202799,,2025-01-25T03:17:00,ACC00298,ACC00383,3144.28,RTGS,Delhi,Delhi,False,9,1.61
TXN202800,,2025-03-30T12:20:00,ACC00174,ACC00441,1502.06,IMPS,Mumbai,Maharashtra,False,9,1.72
TXN202801,,2025-02-11T09:53:00,ACC00040,ACC00489,2898.14,UPI,Hyderabad,Telangana,False,14,0.24
TXN202802,,2025-03-31T12:13:00,ACC00362,ACC00137,7689.46,Wallet,Mumbai,Maharashtra,False,33,1.45
TXN202803,,2025-06-13T18:54:00,ACC00226,ACC00420,2462.22,Card,Jaipur,Rajasthan,False,29,1.42
TXN202804,,2025-03-12T13:01:00,ACC00080,ACC00215,4692.65,NEFT,Patna,Bihar,False,15,1.99
TXN202805,,2025-03-20T11:36:00,ACC00130,ACC00485,4017.61,Card,Lucknow,Uttar Pradesh,False,34,0.87
TXN202806,,2025-01-03T18:19:00,ACC00045,ACC00264,429.93,Card,Lucknow,Uttar Pradesh,False,23,1.51
TXN202807,,2025-05-28T18:43:00,ACC00198,ACC00443,2476.02,RTGS,Jaipur,Rajasthan,False,18,1.04
TXN202808,,2025-01-27T10:32:00,ACC00300,ACC00330,2548.76,Wallet,Bengaluru,Karnataka,False,23,1.27
TXN202809,,2025-07-30T06:10:00,ACC00483,ACC00064,397.27,IMPS,Hyderabad,Telangana,False,23,1.2
TXN202810,,2025-06-23T08:24:00,ACC00414,ACC00086,225.97,Wallet,Patna,Bihar,False,32,1.99
TXN202811,,2025-07-08T20:28:00,ACC00430,ACC00046,2317.02,RTGS,Mumbai,Maharashtra,False,19,0.43
TXN202812,,2025-08-10T04:44:00,ACC00223,ACC00406,390.73,Wallet,Kanpur,Uttar Pradesh,False,18,1.95
TXN202813,,2025-02-13T14:03:00,ACC00354,ACC00495,1536.89,UPI,Patna,Bihar,False,23,1.84
TXN202814,,2025-02-15T15:08:00,ACC00407,ACC00115,356.12,Card,Delhi,Delhi,False,41,0.33
TXN202815,,2025-05-31T03:21:00,ACC00387,ACC00143,1602.21,RTGS,Mumbai,Maharashtra,False,30,0.41
TXN202816,,2025-08-25T19:31:00,ACC00495,ACC00428,3203.14,UPI,Jaipur,Rajasthan,False,2,1.95
TXN202817,,2025-01-08T10:47:00,ACC00242,ACC00301,710.62,NEFT,Hyderabad,Telangana,False,14,1.34
TXN202818,,2025-05-14T15:53:00,ACC00432,ACC00013,4002.44,NEFT,Kanpur,Uttar Pradesh,False,28,1.15
TXN202819,,2025-02-15T21:43:00,ACC00028,ACC00374,936.65,Wallet,Jaipur,Rajasthan,False,6,1.91
TXN202820,,2025-07-13T10:57:00,ACC00070,ACC00257,413.32,Card,Hyderabad,Telangana,False,18,0.15
TXN202821,,2025-02-22T13:20:00,ACC00297,ACC00487,3993.25,RTGS,Mumbai,Maharashtra,False,22,0.52
TXN202822,,2025-04-12T13:45:00,ACC00340,ACC00272,435.32,UPI,Hyderabad,Telangana,False,21,1.99
