account_id,account_type,is_mule,city,state,account_age_days,linked_devices,preferred_location_id
ACC00339,Regular,False,Jaipur,Rajasthan,574,1,ATM-KAN-095
ACC00340,Regular,False,Hyderabad,Telangana,2296,2,ATM-JAI-090
ACC00341,Regular,False,Patna,Bihar,641,1,ATM-MUM-049
ACC00342,Regular,False,Mumbai,Maharashtra,705,1,ATM-PAT-063
ACC00343,Regular,False,Lucknow,Uttar Pradesh,2055,2,ATM-BEN-016
ACC00344,Regular,False,Jaipur,Rajasthan,2740,1,ATM-KAN-012
ACC00345,Regular,False,Hyderabad,Telangana,2653,1,ATM-KAN-012
ACC00346,Regular,False,Hyderabad,Telangana,2106,2,ATM-BEN-001
ACC00347,Regular,False,Mumbai,Maharashtra,1418,2,ATM-HYD-052
ACC00348,Regular,False,Mumbai,Maharashtra,2717,1,ATM-MUM-009
ACC00349,Regular,False,Hyderabad,Telangana,1029,1,ATM-DEL-033
ACC00350,Regular,False,Jaipur,Rajasthan,1417,1,ATM-BEN-079
ACC00351,Regular,False,Patna,Bihar,834,1,ATM-MUM-083
ACC00352,Regular,False,Delhi,Delhi,1283,2,ATM-MUM-042
ACC00353,Regular,False,Patna,Bihar,1712,2,ATM-LUC-040
ACC00354,Regular,False,Hyderabad,Telangana,825,1,ATM-KAN-069
ACC00355,Regular,False,Lucknow,Uttar Pradesh,509,2,ATM-BEN-079
ACC00356,Regular,False,Delhi,Delhi,1118,1,ATM-KAN-030
ACC00357,Regular,False,Kanpur,Uttar Pradesh,1124,2,ATM-KAN-029
ACC00358,Regular,False,Delhi,Delhi,650,1,ATM-BEN-055
ACC00359,Regular,False,Delhi,Delhi,1928,2,ATM-KAN-097
ACC00360,Regular,False,Delhi,Delhi,2270,1,ATM-LUC-056
ACC00361,Regular,False,Mumbai,Maharashtra,2403,2,ATM-BEN-088
ACC00362,Regular,False,Kanpur,Uttar Pradesh,2301,1,ATM-PAT-003
ACC00363,Regular,False,Lucknow,Uttar Pradesh,880,1,ATM-DEL-041
ACC00364,Regular,False,Lucknow,Uttar Pradesh,583,2,ATM-LUC-037
ACC00365,Regular,False,Jaipur,Rajasthan,1787,2,ATM-DEL-047
ACC00366,Regular,False,Patna,Bihar,1573,2,ATM-KAN-018
ACC00367,Regular,False,Bengaluru,Karnataka,1144,2,ATM-BEN-067
ACC00368,Regular,False,Patna,Bihar,1692,1,ATM-DEL-072
ACC00369,Regular,False,Mumbai,Maharashtra,2566,2,ATM-MUM-021
ACC00370,Regular,False,Mumbai,Maharashtra,1883,1,ATM-DEL-010
ACC00371,Regular,False,Patna,Bihar,2428,1,ATM-BEN-079
ACC00372,Regular,False,Bengaluru,Karnataka,1551,2,ATM-PAT-063
ACC00373,Regular,False,Mumbai,Maharashtra,2216,2,ATM-KAN-029
ACC00374,Regular,False,Hyderabad,Telangana,214,1,ATM-HYD-081
ACC00375,Regular,False,Kanpur,Uttar Pradesh,2136,2,ATM-JAI-058
ACC00376,Regular,False,Kanpur,Uttar Pradesh,2199,1,ATM-BEN-085
ACC00377,Regular,False,Lucknow,Uttar Pradesh,1154,1,ATM-KAN-059
ACC00378,Regular,False,Kanpur,Uttar Pradesh,2884,2,ATM-DEL-086
ACC00379,Regular,False,Mumbai,Maharashtra,1825,2,ATM-MUM-009
ACC00380,Regular,False,Hyderabad,Telangana,1374,2,ATM-HYD-044
ACC00381,Regular,False,Kanpur,Uttar Pradesh,2851,2,ATM-HYD-081
ACC00382,Regular,False,Patna,Bihar,2751,2,ATM-BEN-088
ACC00383,Regular,False,Kanpur,Uttar Pradesh,1606,1,ATM-JAI-058
ACC00384,Regular,False,Kanpur,Uttar Pradesh,901,2,ATM-LUC-025
ACC00385,Regular,False,Patna,Bihar,2639,2,ATM-BEN-061
ACC00386,Regular,False,Delhi,Delhi,468,2,ATM-KAN-030
ACC00387,Regular,False,Patna,Bihar,2144,2,ATM-PAT-073
ACC00388,Regular,False,Jaipur,Rajasthan,244,1,ATM-PAT-073
ACC00389,Regular,False,Kanpur,Uttar Pradesh,610,2,ATM-MUM-089
ACC00390,Regular,False,Kanpur,Uttar Pradesh,1235,1,ATM-DEL-002
ACC00391,Regular,False,Patna,Bihar,1376,1,ATM-DEL-035
ACC00392,Regular,False,Lucknow,Uttar Pradesh,473,1,ATM-DEL-072
ACC00393,Regular,False,Lucknow,Uttar Pradesh,2790,1,ATM-KAN-077
ACC00394,Regular,False,Hyderabad,Telangana,526,1,ATM-HYD-036
ACC00395,Regular,False,Bengaluru,Karnataka,2957,2,ATM-KAN-077
ACC00396,Regular,False,Jaipur,Rajasthan,705,1,ATM-PAT-028
ACC00397,Regular,False,Bengaluru,Karnataka,2776,1,ATM-BEN-079
ACC00398,Regular,False,Kanpur,Uttar Pradesh,1058,1,ATM-DEL-086
ACC00399,Regular,False,Mumbai,Maharashtra,1847,1,ATM-JAI-080
ACC00400,Regular,False,Delhi,Delhi,1249,1,ATM-JAI-080
ACC00401,Regular,False,Lucknow,Uttar Pradesh,1125,2,ATM-PAT-039
ACC00402,Regular,False,Hyderabad,Telangana,2401,2,ATM-DEL-004
ACC00403,Regular,False,Jaipur,Rajasthan,1120,1,ATM-KAN-093
ACC00404,Regular,False,Mumbai,Maharashtra,1348,2,ATM-DEL-011
ACC00405,Regular,False,Kanpur,Uttar Pradesh,2773,2,ATM-DEL-041
ACC00406,Regular,False,Patna,Bihar,1493,1,ATM-MUM-022
ACC00407,Regular,False,Bengaluru,Karnataka,2259,1,ATM-BEN-016
ACC00408,Regular,False,Jaipur,Rajasthan,1835,1,ATM-BEN-067
ACC00409,Regular,False,Kanpur,Uttar Pradesh,1455,1,ATM-MUM-021
ACC00410,Regular,False,Kanpur,Uttar Pradesh,879,1,ATM-BEN-061
ACC00411,Regular,False,Kanpur,Uttar Pradesh,1585,2,ATM-KAN-095
ACC00412,Regular,False,Jaipur,Rajasthan,275,1,ATM-KAN-014
ACC00413,Regular,False,Hyderabad,Telangana,1201,1,ATM-MUM-009
ACC00414,Regular,False,Mumbai,Maharashtra,962,2,ATM-KAN-096
ACC00415,Regular,False,Bengaluru,Karnataka,216,1,ATM-DEL-086
ACC00416,Regular,False,Patna,Bihar,1632,1,ATM-LUC-071
ACC00417,Regular,False,Jaipur,Rajasthan,2890,1,ATM-DEL-011
ACC00418,Regular,False,Patna,Bihar,1751,2,ATM-BEN-001
ACC00419,Regular,False,Kanpur,Uttar Pradesh,420,1,ATM-MUM-068
ACC00420,Regular,False,Delhi,Delhi,700,1,ATM-JAI-058
ACC00421,Regular,False,Jaipur,Rajasthan,1858,1,ATM-DEL-086
ACC00422,Regular,False,Kanpur,Uttar Pradesh,1300,1,ATM-BEN-074
ACC00423,Regular,False,Patna,Bihar,771,1,ATM-HYD-081
ACC00424,Regular,False,Jaipur,Rajasthan,1165,2,ATM-DEL-013
ACC00425,Regular,False,Bengaluru,Karnataka,717,1,ATM-MUM-060
ACC00426,Regular,False,Lucknow,Uttar Pradesh,1245,2,ATM-BEN-079
ACC00427,Regular,False,Jaipur,Rajasthan,1772,2,ATM-MUM-078
ACC00428,Regular,False,Bengaluru,Karnataka,1009,1,ATM-LUC-082
ACC00429,Regular,False,Delhi,Delhi,1458,2,ATM-HYD-081
ACC00430,Regular,False,Hyderabad,Telangana,1687,1,ATM-MUM-089
ACC00431,Regular,False,Kanpur,Uttar Pradesh,1310,2,ATM-MUM-083
ACC00432,Regular,False,Patna,Bihar,2338,2,ATM-KAN-014
ACC00433,Regular,False,Mumbai,Maharashtra,693,1,ATM-LUC-005
ACC00434,Regular,False,Lucknow,Uttar Pradesh,392,1,ATM-JAI-038
ACC00435,Regular,False,Hyderabad,Telangana,1232,2,ATM-KAN-014
ACC00436,Regular,False,Delhi,Delhi,2710,2,ATM-KAN-030
ACC00437,Regular,False,Mumbai,Maharashtra,1332,1,ATM-MUM-049
ACC00438,Regular,False,Hyderabad,Telangana,2940,2,ATM-DEL-047
ACC00439,Regular,False,Patna,Bihar,2199,1,ATM-MUM-075
ACC00440,Regular,False,Mumbai,Maharashtra,1330,1,ATM-DEL-053
ACC00441,Regular,False,Delhi,Delhi,805,2,ATM-BEN-062
ACC00442,Regular,False,Patna,Bihar,733,1,ATM-DEL-035
ACC00443,Regular,False,Lucknow,Uttar Pradesh,235,2,ATM-BEN-088
ACC00444,Regular,False,Jaipur,Rajasthan,1136,1,ATM-JAI-027
ACC00445,Regular,False,Hyderabad,Telangana,683,1,ATM-LUC-056
ACC00446,Regular,False,Bengaluru,Karnataka,1749,2,ATM-LUC-046
ACC00447,Regular,False,Delhi,Delhi,460,2,ATM-KAN-087
ACC00448,Regular,False,Jaipur,Rajasthan,2968,2,ATM-KAN-069
ACC00449,Regular,False,Jaipur,Rajasthan,2593,1,ATM-KAN-007
ACC00450,Regular,False,Patna,Bihar,2894,2,ATM-DEL-035
ACC00451,Regular,False,Bengaluru,Karnataka,2064,1,ATM-BEN-015
ACC00452,Regular,False,Hyderabad,Telangana,1326,1,ATM-DEL-011
ACC00453,Regular,False,Bengaluru,Karnataka,2707,1,ATM-LUC-082
ACC00454,Regular,False,Lucknow,Uttar Pradesh,1965,1,ATM-PAT-006
ACC00455,Regular,False,Jaipur,Rajasthan,766,1,ATM-PAT-031
ACC00456,Regular,False,Mumbai,Maharashtra,526,1,ATM-DEL-072
ACC00457,Regular,False,Bengaluru,Karnataka,1824,2,ATM-PAT-008
ACC00458,Regular,False,Bengaluru,Karnataka,2165,1,ATM-MUM-075
ACC00459,Regular,False,Bengaluru,Karnataka,2485,2,ATM-KAN-029
ACC00460,Regular,False,Jaipur,Rajasthan,1127,1,ATM-MUM-099
ACC00461,Regular,False,Mumbai,Maharashtra,1250,1,ATM-PAT-076
ACC00462,Regular,False,Lucknow,Uttar Pradesh,276,2,ATM-DEL-035
ACC00463,Regular,False,Mumbai,Maharashtra,1940,2,ATM-BEN-016
ACC00464,Regular,False,Kanpur,Uttar Pradesh,2362,1,ATM-MUM-022
ACC00465,Regular,False,Delhi,Delhi,1409,2,ATM-BEN-084
ACC00466,Regular,False,Lucknow,Uttar Pradesh,799,2,ATM-BEN-016
ACC00467,Regular,False,Lucknow,Uttar Pradesh,2333,2,ATM-JAI-045
ACC00468,Regular,False,Bengaluru,Karnataka,502,2,ATM-MUM-075
ACC00469,Regular,False,Jaipur,Rajasthan,1554,2,ATM-DEL-002
ACC00470,Regular,False,Mumbai,Maharashtra,1508,2,ATM-DEL-033
ACC00471,Regular,False,Lucknow,Uttar Pradesh,1379,1,ATM-BEN-016
ACC00472,Regular,False,Patna,Bihar,1625,1,ATM-BEN-067
ACC00473,Regular,False,Delhi,Delhi,1707,1,ATM-KAN-095
ACC00474,Regular,False,Delhi,Delhi,1315,1,ATM-MUM-060
ACC00475,Regular,False,Hyderabad,Telangana,572,1,ATM-MUM-099
ACC00476,Regular,False,Jaipur,Rajasthan,1369,2,ATM-DEL-065
ACC00477,Regular,False,Delhi,Delhi,1662,1,ATM-BEN-057
ACC00478,Regular,False,Bengaluru,Karnataka,2129,1,ATM-MUM-078
ACC00479,Regular,False,Lucknow,Uttar Pradesh,231,2,ATM-KAN-093
ACC00480,Regular,False,Kanpur,Uttar Pradesh,1673,2,ATM-JAI-058
ACC00481,Regular,False,Lucknow,Uttar Pradesh,1805,2,ATM-KAN-007
ACC00482,Regular,False,Hyderabad,Telangana,369,1,ATM-KAN-051
ACC00483,Regular,False,Patna,Bihar,2017,2,ATM-KAN-087
ACC00484,Regular,False,Delhi,Delhi,2210,1,ATM-BEN-062
ACC00485,Regular,False,Hyderabad,Telangana,211,1,ATM-MUM-009
ACC00486,Regular,False,Delhi,Delhi,923,1,ATM-DEL-041
ACC00487,Regular,False,Mumbai,Maharashtra,2644,2,ATM-PAT-008
ACC00488,Regular,False,Mumbai,Maharashtra,887,1,ATM-DEL-035
ACC00489,Regular,False,Jaipur,Rajasthan,2055,1,ATM-MUM-048
ACC00490,Regular,False,Kanpur,Uttar Pradesh,1796,1,ATM-JAI-058
ACC00491,Regular,False,Patna,Bihar,1360,2,ATM-KAN-012
ACC00492,Regular,False,Delhi,Delhi,2353,2,ATM-MUM-083
ACC00493,Regular,False,Bengaluru,Karnataka,312,2,ATM-BEN-055
ACC00494,Regular,False,Hyderabad,Telangana,2883,1,ATM-KAN-029
ACC00495,Regular,False,Patna,Bihar,413,2,ATM-LUC-043
ACC00496,Regular,False,Hyderabad,Telangana,2354,1,ATM-KAN-051
ACC00497,Regular,False,Patna,Bihar,1277,2,ATM-KAN-093
ACC00498,Regular,False,Delhi,Delhi,1412,2,ATM-LUC-040
ACC00499,Regular,False,Patna,Bihar,2207,1,ATM-LUC-040
