transaction_id,complaint_id,account_id,amount,timestamp,hour,day_of_week,transaction_type,sender_account,receiver_account,previous_withdrawal_location,distance_from_previous_location,withdrawal_frequency,average_withdrawal_amount,account_age_days,transaction_velocity,linked_accounts,device_count,location_id,latitude,longitude,historical_location_frequency,time_since_last_withdrawal,is_hotspot_location,risk_label
TXN100136,CMP-1136,ACC00049,1142.46,2025-03-01T04:00:00,4,5,Wallet,ACC00227,ACC00049,ATM-DEL-065,381.54,3,1507.34,130,5.92,82,5,ATM-KAN-014,26.483169,80.168622,22,54.39,True,MEDIUM
TXN100137,CMP-1137,ACC00001,3046.33,2025-06-14T01:00:00,1,5,RTGS,ACC00398,ACC00001,ATM-JAI-024,971.55,5,2484.07,171,8.49,76,6,ATM-PAT-003,25.43501,85.269423,21,21.24,True,LOW
TXN100138,CMP-1138,ACC00059,629.53,2025-06-05T16:00:00,16,3,NEFT,ACC00131,ACC00059,ATM-BEN-020,1582.03,2,4589.74,66,7.71,58,7,ATM-LUC-005,26.67411,81.115368,15,2.68,True,LOW
TXN100139,CMP-1139,ACC00037,15473.28,2025-07-08T00:00:00,0,1,RTGS,ACC00453,ACC00037,ATM-DEL-094,398.0,3,4947.09,36,2.48,53,5,ATM-KAN-007,26.335357,80.217926,12,66.85,True,HIGH
TXN100140,CMP-1140,ACC00095,5919.67,2025-06-06T08:00:00,8,4,RTGS,ACC00344,ACC00095,ATM-PAT-039,493.88,4,8896.72,53,8.18,61,7,ATM-KAN-014,26.483169,80.168622,20,41.65,True,LOW
TXN100141,CMP-1141,ACC00085,816.76,2025-03-10T15:00:00,15,0,UPI,ACC00487,ACC00085,ATM-KAN-087,519.02,4,2106.97,35,3.65,57,8,ATM-PAT-003,25.43501,85.269423,21,32.27,True,MEDIUM
TXN100142,CMP-1142,ACC00090,1596.1,2025-04-06T08:00:00,8,6,Wallet,ACC00369,ACC00090,ATM-BEN-084,1541.15,4,7139.76,158,5.8,76,2,ATM-KAN-069,26.400807,80.501742,2,35.15,False,MEDIUM
TXN100144,CMP-1144,ACC00087,1473.19,2025-03-12T14:00:00,14,2,UPI,ACC00366,ACC00087,ATM-KAN-007,374.9,3,1322.85,51,5.18,70,7,ATM-DEL-000,28.568734,77.371257,15,28.71,True,MEDIUM
TXN100145,CMP-1145,ACC00007,4197.05,2025-04-29T04:00:00,4,1,NEFT,ACC00361,ACC00007,ATM-KAN-096,73.65,2,2395.22,56,6.86,55,8,ATM-LUC-005,26.67411,81.115368,16,30.17,True,LOW
TXN100146,CMP-1146,ACC00059,574.65,2025-04-05T23:00:00,23,5,Card,ACC00388,ACC00059,ATM-MUM-089,1190.35,2,3796.06,72,5.29,58,6,ATM-LUC-005,26.67411,81.115368,14,11.71,True,LOW
TXN100147,CMP-1147,ACC00000,5549.92,2025-05-31T02:00:00,2,5,Card,ACC00302,ACC00000,ATM-BEN-088,1723.86,4,3633.49,55,6.44,56,4,ATM-DEL-011,28.539072,77.16089,16,68.15,True,LOW
TXN100148,CMP-1148,ACC00008,887.49,2025-07-16T04:00:00,4,2,UPI,ACC00316,ACC00008,ATM-DEL-053,23.1,2,3861.42,14,7.33,73,2,ATM-DEL-010,28.654167,77.079218,17,8.84,True,LOW
TXN100149,CMP-1149,ACC00023,376.48,2025-08-02T00:00:00,0,5,IMPS,ACC00116,ACC00023,ATM-LUC-043,30.77,3,4244.41,6,5.95,58,4,ATM-LUC-005,26.67411,81.115368,15,18.32,True,LOW
TXN100151,CMP-1151,ACC00068,12023.59,2025-06-24T02:00:00,2,1,RTGS,ACC00160,ACC00068,ATM-KAN-051,490.43,3,2215.37,4,6.04,60,2,ATM-PAT-008,25.523627,85.146512,16,67.17,True,HIGH
TXN100152,CMP-1152,ACC00038,1258.93,2025-08-13T14:00:00,14,2,UPI,ACC00101,ACC00038,ATM-BEN-061,1734.79,1,5671.61,15,5.5,75,3,ATM-DEL-013,28.505783,77.214124,16,16.98,True,LOW
TXN100153,CMP-1153,ACC00044,2321.02,2025-01-17T02:00:00,2,4,Card,ACC00217,ACC00044,ATM-KAN-012,396.48,2,6505.65,74,4.87,64,5,ATM-DEL-004,28.650301,77.283906,12,19.85,True,LOW
TXN100154,CMP-1154,ACC00053,5250.25,2025-04-10T08:00:00,8,3,UPI,ACC00116,ACC00053,ATM-MUM-042,1203.47,1,1246.5,113,4.38,81,4,ATM-LUC-005,26.67411,81.115368,14,64.17,True,LOW
TXN100155,CMP-1155,ACC00004,8053.9,2025-08-03T06:00:00,6,6,UPI,ACC00134,ACC00004,ATM-KAN-059,31.18,2,2904.79,169,4.85,61,3,ATM-KAN-007,26.335357,80.217926,11,41.57,True,LOW
TXN100156,CMP-1156,ACC00069,5058.04,2025-05-30T13:00:00,13,4,RTGS,ACC00305,ACC00069,ATM-MUM-019,1455.11,3,1617.65,68,3.06,70,3,ATM-PAT-003,25.43501,85.269423,21,71.33,True,LOW
TXN100157,CMP-1157,ACC00093,24928.34,2025-04-14T12:00:00,12,0,NEFT,ACC00219,ACC00093,ATM-DEL-000,856.3,2,2638.94,8,3.32,65,6,ATM-PAT-003,25.43501,85.269423,21,5.63,True,CRITICAL
TXN100158,CMP-1158,ACC00018,3302.63,2025-05-19T17:00:00,17,0,IMPS,ACC00221,ACC00018,ATM-HYD-044,1233.25,4,2575.94,46,5.4,74,7,ATM-DEL-000,28.568734,77.371257,14,6.91,True,LOW
TXN100159,CMP-1159,ACC00071,10759.01,2025-08-01T07:00:00,7,4,IMPS,ACC00253,ACC00071,ATM-PAT-064,875.62,1,4585.86,51,3.53,53,7,ATM-DEL-010,28.654167,77.079218,17,29.96,True,HIGH
TXN100160,CMP-1160,ACC00044,13408.07,2025-05-30T11:00:00,11,4,IMPS,ACC00384,ACC00044,ATM-BEN-084,1762.13,1,5132.16,62,4.74,63,6,ATM-DEL-004,28.650301,77.283906,11,18.3,True,MEDIUM
TXN100161,CMP-1161,ACC00019,2785.32,2025-02-06T21:00:00,21,3,RTGS,ACC00456,ACC00019,ATM-JAI-024,540.77,1,5723.5,26,5.38,63,6,ATM-LUC-005,26.67411,81.115368,14,63.62,True,MEDIUM
TXN100162,CMP-1162,ACC00038,2039.6,2025-09-05T19:00:00,19,4,NEFT,ACC00223,ACC00038,ATM-BEN-079,1738.48,1,5170.27,25,3.57,75,3,ATM-DEL-013,28.505783,77.214124,16,8.36,True,LOW
TXN100163,CMP-1163,ACC00053,4364.06,2025-05-05T12:00:00,12,0,RTGS,ACC00387,ACC00053,ATM-LUC-082,5.56,1,1274.34,113,4.57,81,4,ATM-LUC-005,26.67411,81.115368,14,64.89,True,LOW
TXN100164,CMP-1164,ACC00082,10130.15,2025-07-21T02:00:00,2,0,Wallet,ACC00230,ACC00082,ATM-MUM-034,1163.86,3,3569.94,82,5.07,57,5,ATM-DEL-004,28.650301,77.283906,10,14.66,True,HIGH
TXN100165,CMP-1165,ACC00024,5187.25,2025-08-16T06:00:00,6,5,IMPS,ACC00374,ACC00024,ATM-MUM-060,27.37,0,4673.84,3,4.02,73,6,ATM-MUM-009,19.0515,72.802542,16,42.07,True,LOW
TXN100166,CMP-1166,ACC00097,1136.43,2025-04-05T09:00:00,9,5,Card,ACC00137,ACC00097,ATM-PAT-064,13.01,1,3936.36,56,1.63,71,7,ATM-PAT-003,25.43501,85.269423,22,52.27,True,LOW
TXN100168,CMP-1168,ACC00096,2252.87,2025-03-19T10:00:00,10,2,IMPS,ACC00479,ACC00096,ATM-JAI-058,477.21,2,4346.87,5,2.09,69,8,ATM-KAN-012,26.434085,80.434563,18,6.57,True,MEDIUM
TXN100170,CMP-1170,ACC00039,2560.32,2025-03-01T05:00:00,5,5,IMPS,ACC00373,ACC00039,ATM-JAI-024,540.77,4,2558.43,85,4.24,68,4,ATM-LUC-005,26.67411,81.115368,16,25.18,True,LOW
TXN100171,CMP-1171,ACC00092,12897.47,2025-06-20T20:00:00,20,4,RTGS,ACC00150,ACC00092,ATM-LUC-043,101.68,1,2284.29,15,2.64,75,3,ATM-KAN-007,26.335357,80.217926,10,36.91,True,HIGH
TXN100172,CMP-1172,ACC00072,7468.09,2025-04-16T15:00:00,15,2,RTGS,ACC00260,ACC00072,ATM-KAN-087,1123.6,7,9321.65,12,3.1,70,4,ATM-MUM-009,19.0515,72.802542,15,54.45,True,LOW
TXN100174,CMP-1174,ACC00072,22167.56,2025-03-06T03:00:00,3,3,NEFT,ACC00268,ACC00072,ATM-MUM-089,21.03,7,7618.96,14,3.2,69,4,ATM-MUM-009,19.0515,72.802542,16,40.38,True,HIGH
TXN100175,CMP-1175,ACC00062,8129.8,2025-06-01T16:00:00,16,6,IMPS,ACC00231,ACC00062,ATM-MUM-078,1137.28,0,4652.71,55,4.59,59,5,ATM-DEL-010,28.654167,77.079218,16,14.0,True,LOW
TXN100176,CMP-1176,ACC00021,1320.96,2025-03-26T20:00:00,20,2,RTGS,ACC00475,ACC00021,ATM-KAN-051,504.63,4,3638.62,22,5.39,66,7,ATM-PAT-003,25.43501,85.269423,23,58.33,True,MEDIUM
TXN100178,CMP-1178,ACC00017,2308.59,2025-06-17T11:00:00,11,1,Wallet,ACC00491,ACC00017,ATM-HYD-091,1124.53,3,5530.88,127,4.63,71,5,ATM-PAT-006,25.713779,85.034042,19,16.91,True,LOW
TXN100179,CMP-1179,ACC00058,10999.22,2025-02-03T20:00:00,20,0,Card,ACC00104,ACC00058,ATM-KAN-098,392.92,1,6023.08,40,2.81,54,7,ATM-DEL-004,28.650301,77.283906,10,14.1,True,MEDIUM
TXN100180,CMP-1180,ACC00000,3505.88,2025-07-30T14:00:00,14,2,NEFT,ACC00437,ACC00000,ATM-HYD-036,1268.63,4,4113.48,64,4.16,58,5,ATM-DEL-011,28.539072,77.16089,16,66.39,True,MEDIUM
TXN100181,CMP-1181,ACC00068,6772.29,2025-09-06T03:00:00,3,5,IMPS,ACC00371,ACC00068,ATM-JAI-058,958.77,2,1721.47,6,5.0,59,4,ATM-PAT-008,25.523627,85.146512,15,49.7,True,LOW
TXN100182,CMP-1182,ACC00012,3953.73,2025-09-03T19:00:00,19,2,NEFT,ACC00191,ACC00012,ATM-KAN-029,1496.79,3,3716.76,65,7.47,77,2,ATM-BEN-001,13.055118,77.630117,8,53.86,True,LOW
TXN100183,CMP-1183,ACC00050,9386.43,2025-08-30T06:00:00,6,5,NEFT,ACC00281,ACC00050,ATM-DEL-086,847.53,1,3170.52,34,6.08,59,8,ATM-PAT-006,25.713779,85.034042,18,64.07,True,MEDIUM
TXN100184,CMP-1184,ACC00087,934.15,2025-05-09T09:00:00,9,4,Wallet,ACC00456,ACC00087,ATM-KAN-030,371.78,2,1201.73,60,3.12,71,8,ATM-DEL-000,28.568734,77.371257,15,10.03,True,LOW
TXN100185,CMP-1185,ACC00048,4754.62,2025-08-20T10:00:00,10,2,Wallet,ACC00147,ACC00048,ATM-KAN-093,368.76,2,1357.67,103,2.87,69,6,ATM-DEL-000,28.568734,77.371257,13,50.96,True,LOW
TXN100186,CMP-1186,ACC00063,11758.86,2025-01-13T00:00:00,0,0,Card,ACC00459,ACC00063,ATM-JAI-058,223.27,2,2232.93,9,4.03,74,3,ATM-DEL-011,28.539072,77.16089,16,38.12,True,CRITICAL
TXN100190,CMP-1190,ACC00050,5951.63,2025-01-22T12:00:00,12,2,Card,ACC00485,ACC00050,ATM-MUM-019,1124.64,2,3223.97,58,4.05,59,7,ATM-DEL-002,28.490067,77.085158,10,4.18,True,LOW
TXN100191,CMP-1191,ACC00049,1905.46,2025-03-01T23:00:00,23,5,IMPS,ACC00390,ACC00049,ATM-PAT-028,499.28,4,1643.38,139,4.08,82,6,ATM-KAN-014,26.483169,80.168622,22,42.35,True,LOW
TXN100192,CMP-1192,ACC00088,14163.44,2025-01-19T23:00:00,23,6,Card,ACC00486,ACC00088,ATM-DEL-000,360.35,1,13760.81,144,6.74,76,5,ATM-KAN-014,26.483169,80.168622,22,54.01,True,HIGH
TXN100193,CMP-1193,ACC00029,1617.03,2025-03-25T03:00:00,3,1,UPI,ACC00127,ACC00029,ATM-KAN-007,374.9,2,3932.67,30,2.86,47,7,ATM-DEL-000,28.568734,77.371257,13,39.69,True,LOW
TXN100194,CMP-1194,ACC00081,66170.95,2025-05-07T22:00:00,22,2,IMPS,ACC00496,ACC00081,ATM-JAI-024,236.43,4,4284.68,30,4.81,73,8,ATM-DEL-010,28.654167,77.079218,17,6.86,True,HIGH
TXN100195,CMP-1195,ACC00048,6329.33,2025-02-10T01:00:00,1,0,UPI,ACC00282,ACC00048,ATM-KAN-007,374.9,2,1427.64,107,6.76,68,7,ATM-DEL-000,28.568734,77.371257,13,17.29,True,LOW
TXN100196,CMP-1196,ACC00037,453.86,2025-01-25T09:00:00,9,5,UPI,ACC00143,ACC00037,ATM-BEN-017,1579.91,3,4982.22,21,6.44,53,5,ATM-PAT-003,25.43501,85.269423,23,54.89,True,MEDIUM
TXN100197,CMP-1197,ACC00081,6195.8,2025-02-12T06:00:00,6,2,IMPS,ACC00178,ACC00081,ATM-BEN-088,1736.87,5,3686.3,25,4.67,74,9,ATM-DEL-010,28.654167,77.079218,16,48.03,True,MEDIUM
TXN100198,CMP-1198,ACC00039,11167.98,2025-05-09T00:00:00,0,4,NEFT,ACC00154,ACC00039,ATM-BEN-088,1560.8,4,2716.78,93,3.71,68,3,ATM-LUC-005,26.67411,81.115368,14,54.65,True,HIGH
TXN100199,CMP-1199,ACC00057,1254.57,2025-03-09T13:00:00,13,6,IMPS,ACC00144,ACC00057,ATM-DEL-053,14.48,3,2317.85,45,3.37,69,7,ATM-DEL-011,28.539072,77.16089,16,31.26,True,MEDIUM
TXN100200,CMP-1200,ACC00070,1184.51,2025-09-12T17:00:00,17,4,Wallet,ACC00113,ACC00070,ATM-BEN-067,1726.72,2,3887.15,12,4.13,59,3,ATM-DEL-010,28.654167,77.079218,16,44.23,True,LOW
TXN100201,CMP-1201,ACC00049,1975.73,2025-01-15T07:00:00,7,2,IMPS,ACC00106,ACC00049,ATM-JAI-027,423.23,4,1438.72,147,6.64,82,6,ATM-KAN-014,26.483169,80.168622,21,38.66,True,MEDIUM
TXN100202,CMP-1202,ACC00017,7007.52,2025-05-21T17:00:00,17,2,NEFT,ACC00450,ACC00017,ATM-DEL-004,832.99,4,6148.75,134,5.64,71,6,ATM-PAT-006,25.713779,85.034042,18,55.27,True,LOW
TXN100203,CMP-1203,ACC00035,1318.56,2025-01-24T23:00:00,23,4,NEFT,ACC00132,ACC00035,ATM-LUC-046,427.52,4,3509.16,89,1.64,59,8,ATM-PAT-006,25.713779,85.034042,20,26.93,True,LOW
TXN100205,CMP-1205,ACC00038,14796.52,2025-06-09T02:00:00,2,0,RTGS,ACC00334,ACC00038,ATM-DEL-094,1732.06,1,5591.89,1,5.11,74,3,ATM-BEN-001,13.055118,77.630117,8,56.81,True,HIGH
TXN100206,CMP-1206,ACC00055,21152.01,2025-04-23T03:00:00,3,2,NEFT,ACC00268,ACC00055,ATM-MUM-034,1143.59,6,3218.13,6,5.81,69,9,ATM-KAN-026,26.60812,80.474038,1,49.31,False,HIGH
TXN100207,CMP-1207,ACC00088,1917.81,2025-07-12T21:00:00,21,5,UPI,ACC00264,ACC00088,ATM-MUM-009,842.84,2,14021.51,137,5.34,76,7,ATM-BEN-001,13.055118,77.630117,7,39.22,True,LOW
TXN100208,CMP-1208,ACC00088,16479.88,2025-08-17T15:00:00,15,6,Wallet,ACC00263,ACC00088,ATM-DEL-033,372.89,1,13884.92,149,7.17,76,6,ATM-KAN-007,26.335357,80.217926,10,50.02,True,MEDIUM
TXN100209,CMP-1209,ACC00050,1659.4,2025-07-31T14:00:00,14,3,NEFT,ACC00292,ACC00050,ATM-DEL-072,6.64,2,3079.74,60,5.23,59,8,ATM-DEL-002,28.490067,77.085158,9,51.46,True,MEDIUM
TXN100210,CMP-1210,ACC00003,6336.15,2025-05-21T12:00:00,12,2,IMPS,ACC00449,ACC00003,ATM-HYD-036,1279.52,3,6301.45,59,2.59,77,8,ATM-DEL-004,28.650301,77.283906,10,21.22,True,LOW
TXN100211,CMP-1211,ACC00088,12206.13,2025-08-05T00:00:00,0,1,Wallet,ACC00324,ACC00088,ATM-JAI-080,1546.91,2,15008.55,126,4.14,77,6,ATM-BEN-001,13.055118,77.630117,6,18.31,True,HIGH
TXN100212,CMP-1212,ACC00030,4373.56,2025-06-26T18:00:00,18,3,IMPS,ACC00171,ACC00030,ATM-JAI-038,226.87,0,5427.79,52,4.09,62,5,ATM-DEL-011,28.539072,77.16089,14,20.89,True,MEDIUM
TXN100213,CMP-1213,ACC00076,27449.66,2025-05-11T02:00:00,2,6,Card,ACC00293,ACC00076,ATM-JAI-038,481.04,0,5603.19,68,4.8,68,4,ATM-KAN-012,26.434085,80.434563,18,36.39,True,MEDIUM
TXN100214,CMP-1214,ACC00046,7580.26,2025-07-22T05:00:00,5,1,NEFT,ACC00378,ACC00046,ATM-KAN-014,96.51,3,2913.05,50,3.43,63,5,ATM-LUC-005,26.67411,81.115368,14,16.71,True,LOW
TXN100215,CMP-1215,ACC00084,3109.4,2025-01-01T04:00:00,4,2,UPI,ACC00155,ACC00084,ATM-BEN-079,1755.41,2,3242.34,44,1.15,68,5,ATM-DEL-010,28.654167,77.079218,17,21.32,True,LOW
TXN100217,CMP-1217,ACC00028,3757.02,2025-01-28T05:00:00,5,1,NEFT,ACC00105,ACC00028,ATM-HYD-052,1011.93,3,5268.74,209,6.86,59,6,ATM-KAN-014,26.483169,80.168622,21,59.98,True,LOW
TXN100218,CMP-1218,ACC00059,3508.74,2025-05-07T14:00:00,14,2,IMPS,ACC00328,ACC00059,ATM-MUM-078,1137.28,1,4219.69,68,7.85,58,6,ATM-DEL-010,28.654167,77.079218,17,19.46,True,LOW
TXN100220,CMP-1220,ACC00039,9032.64,2025-07-13T23:00:00,23,6,NEFT,ACC00473,ACC00039,ATM-MUM-049,1170.32,5,2694.47,85,6.05,69,4,ATM-DEL-010,28.654167,77.079218,17,70.61,True,LOW
TXN100221,CMP-1221,ACC00056,7311.91,2025-05-16T08:00:00,8,4,Wallet,ACC00278,ACC00056,ATM-PAT-076,853.88,4,4468.89,52,3.59,61,7,ATM-DEL-004,28.650301,77.283906,11,7.98,True,LOW
TXN100222,CMP-1222,ACC00090,11503.54,2025-03-03T08:00:00,8,0,Card,ACC00253,ACC00090,ATM-MUM-032,4.62,5,7020.84,173,6.46,77,3,ATM-MUM-022,18.989161,72.936208,3,40.01,False,CRITICAL
TXN100223,CMP-1223,ACC00094,4584.25,2025-03-19T04:00:00,4,2,RTGS,ACC00446,ACC00094,ATM-JAI-027,514.56,2,4234.27,109,5.09,76,6,ATM-LUC-005,26.67411,81.115368,16,25.3,True,MEDIUM
TXN100224,CMP-1224,ACC00059,6864.77,2025-02-16T16:00:00,16,6,Card,ACC00269,ACC00059,ATM-BEN-067,829.64,1,4262.59,65,5.52,57,6,ATM-MUM-009,19.0515,72.802542,16,26.17,True,LOW
TXN100225,CMP-1225,ACC00055,10826.9,2025-09-12T03:00:00,3,4,Wallet,ACC00195,ACC00055,ATM-LUC-082,410.65,6,3966.59,17,7.29,69,8,ATM-PAT-006,25.713779,85.034042,20,50.34,True,CRITICAL
TXN100226,CMP-1226,ACC00000,2586.98,2025-06-02T16:00:00,16,0,UPI,ACC00403,ACC00000,ATM-KAN-030,91.0,3,3860.54,75,3.85,56,5,ATM-LUC-005,26.67411,81.115368,16,17.67,True,LOW
TXN100227,CMP-1227,ACC00068,10543.25,2025-05-01T11:00:00,11,3,UPI,ACC00395,ACC00068,ATM-LUC-040,444.83,2,1986.24,7,2.29,60,2,ATM-PAT-008,25.523627,85.146512,17,63.5,True,HIGH
TXN100228,CMP-1228,ACC00062,5485.68,2025-07-03T15:00:00,15,3,UPI,ACC00158,ACC00062,ATM-MUM-083,1158.22,0,5406.84,57,2.36,59,6,ATM-DEL-010,28.654167,77.079218,17,68.07,True,LOW
TXN100229,CMP-1229,ACC00014,2949.08,2025-01-02T01:00:00,1,3,Card,ACC00412,ACC00014,ATM-DEL-035,886.79,2,2669.92,35,5.96,89,9,ATM-PAT-003,25.43501,85.269423,23,32.99,True,LOW
TXN100230,CMP-1230,ACC00038,3460.23,2025-04-14T22:00:00,22,0,IMPS,ACC00444,ACC00038,ATM-KAN-087,379.63,1,5259.79,28,4.06,74,4,ATM-DEL-002,28.490067,77.085158,10,30.05,True,LOW
TXN100231,CMP-1231,ACC00039,13029.39,2025-03-15T01:00:00,1,5,Wallet,ACC00260,ACC00039,ATM-KAN-059,77.02,4,2317.49,88,4.07,69,2,ATM-LUC-005,26.67411,81.115368,15,20.49,True,HIGH
TXN100232,CMP-1232,ACC00076,17610.39,2025-09-11T08:00:00,8,3,RTGS,ACC00361,ACC00076,ATM-DEL-041,408.43,1,4583.64,55,5.43,68,5,ATM-KAN-012,26.434085,80.434563,16,37.8,True,HIGH
TXN100233,CMP-1233,ACC00088,15652.14,2025-03-11T03:00:00,3,1,UPI,ACC00349,ACC00088,ATM-MUM-009,1110.57,1,12249.16,135,4.59,76,6,ATM-KAN-007,26.335357,80.217926,11,33.87,True,CRITICAL
TXN100234,CMP-1234,ACC00023,4081.92,2025-03-31T07:00:00,7,0,NEFT,ACC00350,ACC00023,ATM-BEN-017,12.42,2,4402.98,9,5.49,56,3,ATM-BEN-001,13.055118,77.630117,6,31.66,True,LOW
TXN100236,CMP-1236,ACC00053,8400.91,2025-08-18T09:00:00,9,0,IMPS,ACC00309,ACC00053,ATM-JAI-038,545.07,2,1217.22,111,2.77,79,5,ATM-LUC-005,26.67411,81.115368,14,36.12,True,MEDIUM
TXN100237,CMP-1237,ACC00097,1955.65,2025-06-12T11:00:00,11,3,RTGS,ACC00142,ACC00097,ATM-HYD-081,1131.88,1,4098.58,46,5.85,72,8,ATM-PAT-008,25.523627,85.146512,15,9.78,True,MEDIUM
TXN100238,CMP-1238,ACC00099,2519.76,2025-03-29T07:00:00,7,5,NEFT,ACC00375,ACC00099,ATM-MUM-021,1447.5,2,5049.29,195,3.73,68,4,ATM-PAT-006,25.713779,85.034042,19,44.94,True,MEDIUM
TXN100239,CMP-1239,ACC00099,7419.6,2025-01-24T16:00:00,16,4,RTGS,ACC00393,ACC00099,ATM-PAT-006,821.77,2,4988.18,182,3.9,69,4,ATM-DEL-000,28.568734,77.371257,15,33.72,True,LOW
TXN100240,CMP-1240,ACC00069,23918.24,2025-03-01T09:00:00,9,5,RTGS,ACC00489,ACC00069,ATM-MUM-034,1450.26,4,1545.84,72,3.82,69,3,ATM-PAT-003,25.43501,85.269423,22,38.24,True,HIGH
TXN100242,CMP-1242,ACC00030,1426.93,2025-04-22T03:00:00,3,1,Card,ACC00160,ACC00030,ATM-DEL-054,10.49,1,5581.44,61,4.07,62,6,ATM-DEL-011,28.539072,77.16089,15,71.56,True,MEDIUM
TXN100243,CMP-1243,ACC00054,29611.49,2025-01-26T20:00:00,20,6,UPI,ACC00463,ACC00054,ATM-MUM-049,17.69,3,3865.55,16,7.66,61,7,ATM-MUM-009,19.0515,72.802542,16,4.91,True,HIGH
TXN100244,CMP-1244,ACC00068,3523.77,2025-03-17T18:00:00,18,0,RTGS,ACC00130,ACC00068,ATM-PAT-076,29.28,2,1926.59,9,4.58,59,3,ATM-PAT-006,25.713779,85.034042,18,3.77,True,LOW
TXN100245,CMP-1245,ACC00073,470.39,2025-09-12T19:00:00,19,4,Card,ACC00460,ACC00073,ATM-KAN-095,460.28,2,3369.56,67,6.71,68,7,ATM-PAT-006,25.713779,85.034042,20,2.21,True,LOW
TXN100248,CMP-1248,ACC00080,28025.03,2025-03-08T22:00:00,22,5,IMPS,ACC00350,ACC00080,ATM-DEL-013,1142.78,3,1632.8,15,2.89,65,2,ATM-MUM-009,19.0515,72.802542,15,62.55,True,HIGH
TXN100249,CMP-1249,ACC00098,3658.05,2025-05-26T13:00:00,13,0,Wallet,ACC00138,ACC00098,ATM-PAT-008,481.73,1,1174.02,80,3.46,56,3,ATM-KAN-012,26.434085,80.434563,17,34.19,True,LOW
TXN100251,CMP-1251,ACC00011,4273.36,2025-04-28T09:00:00,9,0,RTGS,ACC00496,ACC00011,ATM-MUM-089,21.03,1,4763.8,28,5.22,70,5,ATM-MUM-009,19.0515,72.802542,16,18.18,True,LOW
TXN100252,CMP-1252,ACC00050,3702.29,2025-02-20T04:00:00,4,3,UPI,ACC00132,ACC00050,ATM-LUC-043,422.24,2,3312.85,49,5.16,57,8,ATM-DEL-002,28.490067,77.085158,9,26.59,True,LOW
TXN100253,CMP-1253,ACC00036,15593.66,2025-07-16T06:00:00,6,2,NEFT,ACC00237,ACC00036,ATM-KAN-098,389.33,4,4074.79,1,7.9,53,9,ATM-DEL-013,28.505783,77.214124,15,37.46,True,MEDIUM
TXN100255,CMP-1255,ACC00020,878.1,2025-05-26T03:00:00,3,0,Wallet,ACC00108,ACC00020,ATM-HYD-044,1011.28,3,3042.67,77,5.07,63,3,ATM-KAN-014,26.483169,80.168622,22,50.04,True,MEDIUM
TXN100257,CMP-1257,ACC00085,11614.15,2025-01-09T08:00:00,8,3,IMPS,ACC00228,ACC00085,ATM-DEL-013,867.97,4,2282.56,11,7.07,55,7,ATM-PAT-003,25.43501,85.269423,23,7.49,True,HIGH
TXN100258,CMP-1258,ACC00089,7144.72,2025-03-23T19:00:00,19,6,RTGS,ACC00420,ACC00089,ATM-BEN-017,1490.57,3,3258.11,29,0.94,62,4,ATM-KAN-007,26.335357,80.217926,10,69.41,True,LOW
TXN100259,CMP-1259,ACC00027,1535.35,2025-03-25T23:00:00,23,1,UPI,ACC00460,ACC00027,ATM-DEL-053,23.1,2,3500.46,32,2.38,64,3,ATM-DEL-010,28.654167,77.079218,16,37.44,True,LOW
TXN100260,CMP-1260,ACC00001,1904.33,2025-07-08T07:00:00,7,1,UPI,ACC00365,ACC00001,ATM-MUM-032,1460.18,5,2189.44,173,3.79,78,5,ATM-PAT-003,25.43501,85.269423,23,0.95,True,LOW
TXN100261,CMP-1261,ACC00009,2761.71,2025-06-28T02:00:00,2,5,IMPS,ACC00455,ACC00009,ATM-BEN-061,1733.28,0,5180.17,1,5.38,63,8,ATM-DEL-002,28.490067,77.085158,8,64.5,True,LOW
TXN100262,CMP-1262,ACC00038,8367.83,2025-09-11T08:00:00,8,3,Wallet,ACC00152,ACC00038,ATM-BEN-079,1738.48,1,5510.44,32,6.66,76,3,ATM-DEL-013,28.505783,77.214124,16,55.62,True,LOW
TXN100263,CMP-1263,ACC00001,1140.55,2025-01-29T18:00:00,18,2,IMPS,ACC00135,ACC00001,ATM-DEL-065,880.72,4,2645.45,167,4.26,76,6,ATM-PAT-003,25.43501,85.269423,22,3.47,True,MEDIUM
TXN100264,CMP-1264,ACC00095,5306.87,2025-03-08T19:00:00,19,5,IMPS,ACC00469,ACC00095,ATM-KAN-014,0.0,4,8908.49,16,6.19,62,6,ATM-KAN-014,26.483169,80.168622,21,23.65,True,MEDIUM
TXN100265,CMP-1265,ACC00012,6425.28,2025-03-05T02:00:00,2,2,UPI,ACC00211,ACC00012,ATM-BEN-050,28.08,4,2909.35,71,4.83,78,4,ATM-BEN-001,13.055118,77.630117,7,31.15,True,LOW
TXN100267,CMP-1267,ACC00076,28022.02,2025-06-09T10:00:00,10,0,Wallet,ACC00227,ACC00076,ATM-MUM-089,1122.66,1,5660.25,59,4.15,66,5,ATM-KAN-012,26.434085,80.434563,17,24.26,True,HIGH
TXN100269,CMP-1269,ACC00030,1780.33,2025-03-23T00:00:00,0,6,NEFT,ACC00251,ACC00030,ATM-KAN-018,383.13,1,4491.51,55,6.14,63,5,ATM-DEL-011,28.539072,77.16089,15,61.92,True,MEDIUM
