complaint_id,date,complaint_type,reported_amount,victim_account,suspected_account,transaction_id,channel,city,state,status,risk_score,risk_label
CMP-1171,2025-06-20T20:00:00,SIM Swap Fraud,12897.47,ACC00150,ACC00092,TXN100171,IMPS,Hyderabad,Telangana,Under Investigation,83,HIGH
CMP-1172,2025-04-16T15:00:00,OTP Fraud,7468.09,ACC00260,ACC00072,TXN100172,UPI,Jaipur,Rajasthan,Closed,8,LOW
CMP-1173,2025-05-06T04:00:00,Loan App Harassment,7785.57,ACC00383,ACC00396,TXN100173,IMPS,Kanpur,Uttar Pradesh,Escalated,33,LOW
CMP-1174,2025-03-06T03:00:00,Romance Scam,22167.56,ACC00268,ACC00072,TXN100174,Wallet,Bengaluru,Karnataka,Escalated,70,HIGH
CMP-1175,2025-06-01T16:00:00,Romance Scam,8129.8,ACC00231,ACC00062,TXN100175,Card,Jaipur,Rajasthan,Closed,20,LOW
CMP-1176,2025-03-26T20:00:00,Online Shopping Fraud,1320.96,ACC00475,ACC00021,TXN100176,Card,Mumbai,Maharashtra,Open,41,MEDIUM
CMP-1177,2025-01-17T01:00:00,Phishing,1067.7,ACC00377,ACC00130,TXN100177,RTGS,Mumbai,Maharashtra,Under Investigation,25,LOW
CMP-1178,2025-06-17T11:00:00,Fake Investment App,2308.59,ACC00491,ACC00017,TXN100178,UPI,Lucknow,Uttar Pradesh,Escalated,29,LOW
CMP-1179,2025-02-03T20:00:00,Credit Card Fraud,10999.22,ACC00104,ACC00058,TXN100179,RTGS,Mumbai,Maharashtra,Under Investigation,60,MEDIUM
CMP-1180,2025-07-30T14:00:00,Job Fraud,3505.88,ACC00437,ACC00000,TXN100180,UPI,Hyderabad,Telangana,Under Investigation,47,MEDIUM
CMP-1181,2025-09-06T03:00:00,UPI Fraud,6772.29,ACC00371,ACC00068,TXN100181,Wallet,Lucknow,Uttar Pradesh,Closed,26,LOW
CMP-1182,2025-09-03T19:00:00,Fake Investment App,3953.73,ACC00191,ACC00012,TXN100182,IMPS,Patna,Bihar,Under Investigation,30,LOW
CMP-1183,2025-08-30T06:00:00,Job Fraud,9386.43,ACC00281,ACC00050,TXN100183,Card,Kanpur,Uttar Pradesh,Open,41,MEDIUM
CMP-1184,2025-05-09T09:00:00,Phishing,934.15,ACC00456,ACC00087,TXN100184,RTGS,Bengaluru,Karnataka,Escalated,31,LOW
CMP-1185,2025-08-20T10:00:00,UPI Fraud,4754.62,ACC00147,ACC00048,TXN100185,RTGS,Lucknow,Uttar Pradesh,Under Investigation,38,LOW
CMP-1186,2025-01-13T00:00:00,SIM Swap Fraud,11758.86,ACC00459,ACC00063,TXN100186,Wallet,Lucknow,Uttar Pradesh,Escalated,89,CRITICAL
CMP-1187,2025-07-28T02:00:00,Credit Card Fraud,4969.26,ACC00370,ACC00217,TXN100187,Card,Delhi,Delhi,Open,28,LOW
CMP-1188,2025-04-11T11:00:00,Online Shopping Fraud,1503.68,ACC00123,ACC00450,TXN100188,Wallet,Kanpur,Uttar Pradesh,Closed,13,LOW
CMP-1189,2025-05-23T19:00:00,Fake Investment App,4278.97,ACC00191,ACC00261,TXN100189,Wallet,Lucknow,Uttar Pradesh,Open,26,LOW
CMP-1190,2025-01-22T12:00:00,Loan App Harassment,5951.63,ACC00485,ACC00050,TXN100190,IMPS,Mumbai,Maharashtra,Closed,37,LOW
CMP-1191,2025-03-01T23:00:00,Online Shopping Fraud,1905.46,ACC00390,ACC00049,TXN100191,NEFT,Bengaluru,Karnataka,Under Investigation,24,LOW
CMP-1192,2025-01-19T23:00:00,Online Shopping Fraud,14163.44,ACC00486,ACC00088,TXN100192,RTGS,Patna,Bihar,Escalated,74,HIGH
CMP-1193,2025-03-25T03:00:00,SIM Swap Fraud,1617.03,ACC00127,ACC00029,TXN100193,Wallet,Jaipur,Rajasthan,Escalated,34,LOW
CMP-1194,2025-05-07T22:00:00,Romance Scam,66170.95,ACC00496,ACC00081,TXN100194,Card,Patna,Bihar,Open,80,HIGH
CMP-1195,2025-02-10T01:00:00,Credit Card Fraud,6329.33,ACC00282,ACC00048,TXN100195,RTGS,Bengaluru,Karnataka,Under Investigation,24,LOW
CMP-1196,2025-01-25T09:00:00,Phishing,453.86,ACC00143,ACC00037,TXN100196,UPI,Patna,Bihar,Escalated,46,MEDIUM
CMP-1197,2025-02-12T06:00:00,Job Fraud,6195.8,ACC00178,ACC00081,TXN100197,NEFT,Kanpur,Uttar Pradesh,Open,41,MEDIUM
CMP-1198,2025-05-09T00:00:00,Loan App Harassment,11167.98,ACC00154,ACC00039,TXN100198,UPI,Jaipur,Rajasthan,Under Investigation,70,HIGH
CMP-1199,2025-03-09T13:00:00,Online Shopping Fraud,1254.57,ACC00144,ACC00057,TXN100199,Card,Mumbai,Maharashtra,Under Investigation,42,MEDIUM
CMP-1200,2025-09-12T17:00:00,Credit Card Fraud,1184.51,ACC00113,ACC00070,TXN100200,NEFT,Delhi,Delhi,Open,37,LOW
CMP-1201,2025-01-15T07:00:00,Online Shopping Fraud,1975.73,ACC00106,ACC00049,TXN100201,IMPS,Patna,Bihar,Escalated,45,MEDIUM
CMP-1202,2025-05-21T17:00:00,Loan App Harassment,7007.52,ACC00450,ACC00017,TXN100202,Card,Mumbai,Maharashtra,Open,26,LOW
CMP-1203,2025-01-24T23:00:00,Romance Scam,1318.56,ACC00132,ACC00035,TXN100203,UPI,Mumbai,Maharashtra,Under Investigation,34,LOW
CMP-1204,2025-03-31T09:00:00,Credit Card Fraud,11894.01,ACC00228,ACC00469,TXN100204,Wallet,Jaipur,Rajasthan,Under Investigation,45,MEDIUM
CMP-1205,2025-06-09T02:00:00,Job Fraud,14796.52,ACC00334,ACC00038,TXN100205,NEFT,Bengaluru,Karnataka,Open,77,HIGH
CMP-1206,2025-04-23T03:00:00,Credit Card Fraud,21152.01,ACC00268,ACC00055,TXN100206,IMPS,Patna,Bihar,Escalated,77,HIGH
CMP-1207,2025-07-12T21:00:00,SIM Swap Fraud,1917.81,ACC00264,ACC00088,TXN100207,IMPS,Kanpur,Uttar Pradesh,Open,27,LOW
CMP-1208,2025-08-17T15:00:00,Credit Card Fraud,16479.88,ACC00263,ACC00088,TXN100208,IMPS,Patna,Bihar,Under Investigation,64,MEDIUM
CMP-1209,2025-07-31T14:00:00,Credit Card Fraud,1659.4,ACC00292,ACC00050,TXN100209,IMPS,Jaipur,Rajasthan,Under Investigation,52,MEDIUM
CMP-1210,2025-05-21T12:00:00,Romance Scam,6336.15,ACC00449,ACC00003,TXN100210,RTGS,Mumbai,Maharashtra,Closed,37,LOW
CMP-1211,2025-08-05T00:00:00,Job Fraud,12206.13,ACC00324,ACC00088,TXN100211,RTGS,Bengaluru,Karnataka,Open,84,HIGH
CMP-1212,2025-06-26T18:00:00,OTP Fraud,4373.56,ACC00171,ACC00030,TXN100212,RTGS,Hyderabad,Telangana,Open,49,MEDIUM
CMP-1213,2025-05-11T02:00:00,Job Fraud,27449.66,ACC00293,ACC00076,TXN100213,Wallet,Patna,Bihar,Under Investigation,59,MEDIUM
CMP-1214,2025-07-22T05:00:00,Online Shopping Fraud,7580.26,ACC00378,ACC00046,TXN100214,Wallet,Patna,Bihar,Escalated,24,LOW
CMP-1215,2025-01-01T04:00:00,OTP Fraud,3109.4,ACC00155,ACC00084,TXN100215,RTGS,Delhi,Delhi,Under Investigation,20,LOW
CMP-1216,2025-04-15T20:00:00,SIM Swap Fraud,35290.59,ACC00388,ACC00446,TXN100216,Card,Lucknow,Uttar Pradesh,Under Investigation,35,LOW
CMP-1217,2025-01-28T05:00:00,Online Shopping Fraud,3757.02,ACC00105,ACC00028,TXN100217,Wallet,Delhi,Delhi,Under Investigation,36,LOW
CMP-1218,2025-05-07T14:00:00,Credit Card Fraud,3508.74,ACC00328,ACC00059,TXN100218,RTGS,Bengaluru,Karnataka,Escalated,35,LOW
CMP-1219,2025-03-25T15:00:00,Job Fraud,8107.96,ACC00276,ACC00347,TXN100219,UPI,Mumbai,Maharashtra,Open,25,LOW
CMP-1220,2025-07-13T23:00:00,Fake Investment App,9032.64,ACC00473,ACC00039,TXN100220,Wallet,Delhi,Delhi,Open,29,LOW
CMP-1221,2025-05-16T08:00:00,Romance Scam,7311.91,ACC00278,ACC00056,TXN100221,NEFT,Hyderabad,Telangana,Escalated,28,LOW
CMP-1222,2025-03-03T08:00:00,SIM Swap Fraud,11503.54,ACC00253,ACC00090,TXN100222,RTGS,Delhi,Delhi,Open,85,CRITICAL
CMP-1223,2025-03-19T04:00:00,OTP Fraud,4584.25,ACC00446,ACC00094,TXN100223,Wallet,Delhi,Delhi,Open,62,MEDIUM
CMP-1224,2025-02-16T16:00:00,Job Fraud,6864.77,ACC00269,ACC00059,TXN100224,RTGS,Mumbai,Maharashtra,Open,18,LOW
CMP-1225,2025-09-12T03:00:00,Credit Card Fraud,10826.9,ACC00195,ACC00055,TXN100225,IMPS,Mumbai,Maharashtra,Under Investigation,95,CRITICAL
CMP-1226,2025-06-02T16:00:00,Fake Investment App,2586.98,ACC00403,ACC00000,TXN100226,NEFT,Hyderabad,Telangana,Escalated,19,LOW
CMP-1227,2025-05-01T11:00:00,SIM Swap Fraud,10543.25,ACC00395,ACC00068,TXN100227,IMPS,Delhi,Delhi,Open,73,HIGH
CMP-1228,2025-07-03T15:00:00,SIM Swap Fraud,5485.68,ACC00158,ACC00062,TXN100228,Wallet,Hyderabad,Telangana,Under Investigation,36,LOW
CMP-1229,2025-01-02T01:00:00,Romance Scam,2949.08,ACC00412,ACC00014,TXN100229,Wallet,Patna,Bihar,Open,30,LOW
CMP-1230,2025-04-14T22:00:00,Credit Card Fraud,3460.23,ACC00444,ACC00038,TXN100230,UPI,Mumbai,Maharashtra,Closed,34,LOW
CMP-1231,2025-03-15T01:00:00,SIM Swap Fraud,13029.39,ACC00260,ACC00039,TXN100231,RTGS,Mumbai,Maharashtra,Open,66,HIGH
CMP-1232,2025-09-11T08:00:00,Job Fraud,17610.39,ACC00361,ACC00076,TXN100232,Card,Mumbai,Maharashtra,Open,72,HIGH
CMP-1233,2025-03-11T03:00:00,OTP Fraud,15652.14,ACC00349,ACC00088,TXN100233,Wallet,Mumbai,Maharashtra,Closed,99,CRITICAL
CMP-1234,2025-03-31T07:00:00,Romance Scam,4081.92,ACC00350,ACC00023,TXN100234,Wallet,Mumbai,Maharashtra,Open,36,LOW
CMP-1235,2025-03-03T17:00:00,Job Fraud,1526.27,ACC00283,ACC00348,TXN100235,Wallet,Lucknow,Uttar Pradesh,Open,36,LOW
CMP-1236,2025-08-18T09:00:00,Romance Scam,8400.91,ACC00309,ACC00053,TXN100236,Card,Hyderabad,Telangana,Escalated,41,MEDIUM
CMP-1237,2025-06-12T11:00:00,UPI Fraud,1955.65,ACC00142,ACC00097,TXN100237,NEFT,Mumbai,Maharashtra,Open,42,MEDIUM
CMP-1238,2025-03-29T07:00:00,Romance Scam,2519.76,ACC00375,ACC00099,TXN100238,Wallet,Bengaluru,Karnataka,Under Investigation,54,MEDIUM
CMP-1239,2025-01-24T16:00:00,SIM Swap Fraud,7419.6,ACC00393,ACC00099,TXN100239,Wallet,Delhi,Delhi,Under Investigation,35,LOW
CMP-1240,2025-03-01T09:00:00,Job Fraud,23918.24,ACC00489,ACC00069,TXN100240,UPI,Lucknow,Uttar Pradesh,Open,77,HIGH
CMP-1241,2025-05-23T14:00:00,SIM Swap Fraud,9013.26,ACC00252,ACC00116,TXN100241,UPI,Bengaluru,Karnataka,Under Investigation,29,LOW
CMP-1242,2025-04-22T03:00:00,Credit Card Fraud,1426.93,ACC00160,ACC00030,TXN100242,RTGS,Hyderabad,Telangana,Open,42,MEDIUM
CMP-1243,2025-01-26T20:00:00,OTP Fraud,29611.49,ACC00463,ACC00054,TXN100243,IMPS,Jaipur,Rajasthan,Open,71,HIGH
CMP-1244,2025-03-17T18:00:00,Online Shopping Fraud,3523.77,ACC00130,ACC00068,TXN100244,IMPS,Bengaluru,Karnataka,Open,25,LOW
CMP-1245,2025-09-12T19:00:00,Online Shopping Fraud,470.39,ACC00460,ACC00073,TXN100245,RTGS,Jaipur,Rajasthan,Open,34,LOW
CMP-1246,2025-08-15T13:00:00,Loan App Harassment,11789.71,ACC00169,ACC00310,TXN100246,RTGS,Delhi,Delhi,Closed,44,MEDIUM
CMP-1247,2025-01-05T03:00:00,SIM Swap Fraud,1683.38,ACC00459,ACC00227,TXN100247,IMPS,Mumbai,Maharashtra,Open,40,MEDIUM
CMP-1248,2025-03-08T22:00:00,Job Fraud,28025.03,ACC00350,ACC00080,TXN100248,Card,Patna,Bihar,Open,79,HIGH
CMP-1249,2025-05-26T13:00:00,Online Shopping Fraud,3658.05,ACC00138,ACC00098,TXN100249,RTGS,Hyderabad,Telangana,Open,26,LOW
CMP-1250,2025-03-15T09:00:00,Romance Scam,2778.75,ACC00455,ACC00288,TXN100250,NEFT,Kanpur,Uttar Pradesh,Under Investigation,49,MEDIUM
CMP-1251,2025-04-28T09:00:00,Romance Scam,4273.36,ACC00496,ACC00011,TXN100251,RTGS,Lucknow,Uttar Pradesh,Escalated,24,LOW
CMP-1252,2025-02-20T04:00:00,Job Fraud,3702.29,ACC00132,ACC00050,TXN100252,IMPS,Jaipur,Rajasthan,Open,26,LOW
CMP-1253,2025-07-16T06:00:00,Credit Card Fraud,15593.66,ACC00237,ACC00036,TXN100253,IMPS,Hyderabad,Telangana,Open,58,MEDIUM
CMP-1254,2025-02-20T21:00:00,Phishing,236.14,ACC00275,ACC00490,TXN100254,RTGS,Hyderabad,Telangana,Open,47,MEDIUM
CMP-1255,2025-05-26T03:00:00,UPI Fraud,878.1,ACC00108,ACC00020,TXN100255,Card,Hyderabad,Telangana,Under Investigation,50,MEDIUM
CMP-1256,2025-08-22T04:00:00,Loan App Harassment,80662.95,ACC00452,ACC00432,TXN100256,UPI,Bengaluru,Karnataka,Open,37,LOW
CMP-1257,2025-01-09T08:00:00,OTP Fraud,11614.15,ACC00228,ACC00085,TXN100257,UPI,Jaipur,Rajasthan,Closed,81,HIGH
CMP-1258,2025-03-23T19:00:00,Job Fraud,7144.72,ACC00420,ACC00089,TXN100258,RTGS,Patna,Bihar,Escalated,28,LOW
CMP-1259,2025-03-25T23:00:00,OTP Fraud,1535.35,ACC00460,ACC00027,TXN100259,Wallet,Delhi,Delhi,Under Investigation,34,LOW
CMP-1260,2025-07-08T07:00:00,SIM Swap Fraud,1904.33,ACC00365,ACC00001,TXN100260,UPI,Bengaluru,Karnataka,Open,39,LOW
CMP-1261,2025-06-28T02:00:00,Phishing,2761.71,ACC00455,ACC00009,TXN100261,RTGS,Patna,Bihar,Open,19,LOW
CMP-1262,2025-09-11T08:00:00,OTP Fraud,8367.83,ACC00152,ACC00038,TXN100262,RTGS,Delhi,Delhi,Open,32,LOW
CMP-1263,2025-01-29T18:00:00,OTP Fraud,1140.55,ACC00135,ACC00001,TXN100263,Card,Mumbai,Maharashtra,Under Investigation,47,MEDIUM
CMP-1264,2025-03-08T19:00:00,Job Fraud,5306.87,ACC00469,ACC00095,TXN100264,Wallet,Jaipur,Rajasthan,Open,47,MEDIUM
CMP-1265,2025-03-05T02:00:00,Phishing,6425.28,ACC00211,ACC00012,TXN100265,Wallet,Hyderabad,Telangana,Open,29,LOW
CMP-1266,2025-04-20T21:00:00,Fake Investment App,2074.68,ACC00279,ACC00261,TXN100266,NEFT,Patna,Bihar,Escalated,42,MEDIUM
CMP-1267,2025-06-09T10:00:00,Loan App Harassment,28022.02,ACC00227,ACC00076,TXN100267,RTGS,Delhi,Delhi,Escalated,81,HIGH
CMP-1268,2025-07-29T20:00:00,Online Shopping Fraud,2869.79,ACC00437,ACC00205,TXN100268,IMPS,Lucknow,Uttar Pradesh,Under Investigation,38,LOW
CMP-1269,2025-03-23T00:00:00,Phishing,1780.33,ACC00251,ACC00030,TXN100269,IMPS,Patna,Bihar,Under Investigation,41,MEDIUM
CMP-1270,2025-06-20T23:00:00,UPI Fraud,12767.16,ACC00426,ACC00067,TXN100270,NEFT,Hyderabad,Telangana,Closed,70,HIGH
CMP-1271,2025-02-26T08:00:00,Online Shopping Fraud,24434.49,ACC00167,ACC00072,TXN100271,RTGS,Jaipur,Rajasthan,Under Investigation,68,HIGH
CMP-1272,2025-08-23T05:00:00,Credit Card Fraud,6703.79,ACC00490,ACC00098,TXN100272,UPI,Mumbai,Maharashtra,Open,43,MEDIUM
CMP-1273,2025-08-16T00:00:00,Job Fraud,3238.08,ACC00234,ACC00007,TXN100273,Wallet,Lucknow,Uttar Pradesh,Closed,21,LOW
CMP-1274,2025-04-09T05:00:00,Job Fraud,1724.97,ACC00421,ACC00098,TXN100274,UPI,Kanpur,Uttar Pradesh,Under Investigation,31,LOW
CMP-1275,2025-04-18T19:00:00,Fake Investment App,3244.07,ACC00242,ACC00010,TXN100275,IMPS,Mumbai,Maharashtra,Under Investigation,34,LOW
CMP-1276,2025-04-20T00:00:00,Phishing,8910.24,ACC00300,ACC00097,TXN100276,NEFT,Jaipur,Rajasthan,Escalated,45,MEDIUM
CMP-1277,2025-08-07T23:00:00,Phishing,14817.06,ACC00473,ACC00222,TXN100277,Card,Patna,Bihar,Open,59,MEDIUM
CMP-1278,2025-06-13T12:00:00,OTP Fraud,2091.99,ACC00332,ACC00007,TXN100278,UPI,Delhi,Delhi,Open,60,MEDIUM
CMP-1279,2025-02-26T02:00:00,SIM Swap Fraud,4307.62,ACC00462,ACC00001,TXN100279,Wallet,Lucknow,Uttar Pradesh,Open,32,LOW
CMP-1280,2025-01-12T13:00:00,Loan App Harassment,12246.05,ACC00185,ACC00095,TXN100280,RTGS,Kanpur,Uttar Pradesh,Escalated,68,HIGH
CMP-1281,2025-01-20T05:00:00,Loan App Harassment,10108.9,ACC00494,ACC00271,TXN100281,Wallet,Delhi,Delhi,Escalated,53,MEDIUM
CMP-1282,2025-01-17T21:00:00,Romance Scam,3318.23,ACC00234,ACC00073,TXN100282,Card,Delhi,Delhi,Under Investigation,44,MEDIUM
CMP-1283,2025-03-30T23:00:00,OTP Fraud,9091.32,ACC00128,ACC00072,TXN100283,NEFT,Jaipur,Rajasthan,Open,62,MEDIUM
CMP-1284,2025-08-06T06:00:00,Online Shopping Fraud,821.71,ACC00393,ACC00014,TXN100284,UPI,Delhi,Delhi,Open,29,LOW
CMP-1285,2025-07-25T13:00:00,OTP Fraud,1275.98,ACC00106,ACC00060,TXN100285,IMPS,Lucknow,Uttar Pradesh,Under Investigation,44,MEDIUM
CMP-1286,2025-02-27T11:00:00,Job Fraud,6001.38,ACC00383,ACC00091,TXN100286,IMPS,Lucknow,Uttar Pradesh,Escalated,55,MEDIUM
CMP-1287,2025-01-09T20:00:00,Phishing,1433.01,ACC00227,ACC00092,TXN100287,Wallet,Jaipur,Rajasthan,Open,33,LOW
CMP-1288,2025-03-30T03:00:00,Online Shopping Fraud,23751.17,ACC00161,ACC00006,TXN100288,UPI,Jaipur,Rajasthan,Open,71,HIGH
CMP-1289,2025-06-16T16:00:00,Loan App Harassment,3297.73,ACC00135,ACC00244,TXN100289,NEFT,Patna,Bihar,Escalated,28,LOW
CMP-1290,2025-07-24T23:00:00,Credit Card Fraud,1834.27,ACC00383,ACC00047,TXN100290,NEFT,Delhi,Delhi,Open,23,LOW
CMP-1291,2025-05-03T23:00:00,Fake Investment App,2475.09,ACC00337,ACC00063,TXN100291,RTGS,Bengaluru,Karnataka,Closed,16,LOW
CMP-1292,2025-08-20T00:00:00,Online Shopping Fraud,5523.66,ACC00177,ACC00052,TXN100292,NEFT,Bengaluru,Karnataka,Open,29,LOW
CMP-1293,2025-08-24T05:00:00,Loan App Harassment,313.57,ACC00271,ACC00084,TXN100293,UPI,Lucknow,Uttar Pradesh,Under Investigation,16,LOW
CMP-1294,2025-05-03T14:00:00,UPI Fraud,308.22,ACC00371,ACC00314,TXN100294,IMPS,Bengaluru,Karnataka,Under Investigation,17,LOW
CMP-1295,2025-05-04T14:00:00,Online Shopping Fraud,17587.03,ACC00147,ACC00029,TXN100295,Card,Kanpur,Uttar Pradesh,Closed,76,HIGH
CMP-1296,2025-01-13T19:00:00,Online Shopping Fraud,2882.85,ACC00334,ACC00143,TXN100296,IMPS,Jaipur,Rajasthan,Under Investigation,44,MEDIUM
CMP-1297,2025-05-01T10:00:00,OTP Fraud,2859.53,ACC00138,ACC00007,TXN100297,IMPS,Patna,Bihar,Under Investigation,18,LOW
CMP-1298,2025-01-12T06:00:00,SIM Swap Fraud,2594.49,ACC00233,ACC00301,TXN100298,NEFT,Kanpur,Uttar Pradesh,Escalated,45,MEDIUM
CMP-1299,2025-08-01T12:00:00,Credit Card Fraud,6093.1,ACC00239,ACC00025,TXN100299,UPI,Hyderabad,Telangana,Open,46,MEDIUM
CMP-1300,2025-01-08T16:00:00,Phishing,4580.31,ACC00154,ACC00059,TXN100300,Wallet,Mumbai,Maharashtra,Open,27,LOW
CMP-1301,2025-08-30T03:00:00,Phishing,25049.89,ACC00494,ACC00039,TXN100301,UPI,Jaipur,Rajasthan,Under Investigation,66,HIGH
CMP-1302,2025-08-18T16:00:00,UPI Fraud,12402.36,ACC00451,ACC00090,TXN100302,IMPS,Mumbai,Maharashtra,Under Investigation,61,MEDIUM
CMP-1303,2025-03-19T17:00:00,Job Fraud,11989.35,ACC00175,ACC00031,TXN100303,Wallet,Jaipur,Rajasthan,Closed,81,HIGH
CMP-1304,2025-01-11T20:00:00,Job Fraud,12094.35,ACC00446,ACC00022,TXN100304,Card,Lucknow,Uttar Pradesh,Open,60,MEDIUM
CMP-1305,2025-07-28T15:00:00,UPI Fraud,6079.85,ACC00148,ACC00017,TXN100305,IMPS,Bengaluru,Karnataka,Open,25,LOW
CMP-1306,2025-05-23T21:00:00,Phishing,779.08,ACC00201,ACC00047,TXN100306,Wallet,Mumbai,Maharashtra,Under Investigation,24,LOW
CMP-1307,2025-07-14T09:00:00,Romance Scam,21230.65,ACC00138,ACC00008,TXN100307,IMPS,Kanpur,Uttar Pradesh,Open,90,CRITICAL
CMP-1308,2025-08-19T14:00:00,Credit Card Fraud,1401.28,ACC00269,ACC00059,TXN100308,Card,Delhi,Delhi,Open,35,LOW
CMP-1309,2025-01-31T03:00:00,SIM Swap Fraud,8077.16,ACC00354,ACC00087,TXN100309,IMPS,Patna,Bihar,Under Investigation,22,LOW
CMP-1310,2025-07-12T12:00:00,Credit Card Fraud,9087.42,ACC00240,ACC00019,TXN100310,Wallet,Mumbai,Maharashtra,Open,46,MEDIUM
CMP-1311,2025-05-19T10:00:00,Romance Scam,4004.87,ACC00431,ACC00052,TXN100311,UPI,Bengaluru,Karnataka,Closed,25,LOW
CMP-1312,2025-08-25T19:00:00,Online Shopping Fraud,4055.78,ACC00243,ACC00053,TXN100312,IMPS,Delhi,Delhi,Open,17,LOW
CMP-1313,2025-08-01T01:00:00,Romance Scam,15564.32,ACC00295,ACC00045,TXN100313,NEFT,Lucknow,Uttar Pradesh,Under Investigation,70,HIGH
CMP-1314,2025-04-16T01:00:00,Fake Investment App,16811.48,ACC00298,ACC00003,TXN100314,UPI,Jaipur,Rajasthan,Open,76,HIGH
CMP-1315,2025-06-03T05:00:00,Credit Card Fraud,1768.92,ACC00129,ACC00060,TXN100315,IMPS,Kanpur,Uttar Pradesh,Under Investigation,9,LOW
CMP-1316,2025-05-31T18:00:00,UPI Fraud,4509.32,ACC00151,ACC00030,TXN100316,IMPS,Mumbai,Maharashtra,Open,30,LOW
CMP-1317,2025-05-17T12:00:00,Credit Card Fraud,8051.86,ACC00281,ACC00188,TXN100317,NEFT,Patna,Bihar,Open,22,LOW
CMP-1318,2025-01-12T18:00:00,Credit Card Fraud,4146.78,ACC00402,ACC00089,TXN100318,Wallet,Jaipur,Rajasthan,Under Investigation,40,MEDIUM
CMP-1319,2025-05-15T09:00:00,OTP Fraud,7943.17,ACC00388,ACC00352,TXN100319,Card,Mumbai,Maharashtra,Under Investigation,50,MEDIUM
CMP-1320,2025-01-27T20:00:00,Online Shopping Fraud,18851.27,ACC00146,ACC00077,TXN100320,Card,Lucknow,Uttar Pradesh,Open,76,HIGH
CMP-1321,2025-05-31T13:00:00,SIM Swap Fraud,5068.23,ACC00269,ACC00203,TXN100321,RTGS,Lucknow,Uttar Pradesh,Escalated,40,MEDIUM
CMP-1322,2025-02-05T02:00:00,OTP Fraud,703.43,ACC00265,ACC00018,TXN100322,UPI,Mumbai,Maharashtra,Under Investigation,17,LOW
CMP-1323,2025-03-23T03:00:00,Phishing,1471.83,ACC00137,ACC00084,TXN100323,NEFT,Jaipur,Rajasthan,Under Investigation,34,LOW
CMP-1324,2025-08-06T08:00:00,Job Fraud,2915.36,ACC00265,ACC00020,TXN100324,RTGS,Kanpur,Uttar Pradesh,Escalated,7,LOW
CMP-1325,2025-04-26T23:00:00,Credit Card Fraud,1904.06,ACC00432,ACC00090,TXN100325,NEFT,Hyderabad,Telangana,Closed,36,LOW
CMP-1326,2025-06-07T03:00:00,Loan App Harassment,88984.45,ACC00440,ACC00022,TXN100326,IMPS,Bengaluru,Karnataka,Under Investigation,53,MEDIUM
CMP-1327,2025-02-13T05:00:00,Job Fraud,3051.58,ACC00473,ACC00089,TXN100327,Wallet,Mumbai,Maharashtra,Closed,47,MEDIUM
CMP-1328,2025-08-03T17:00:00,Credit Card Fraud,5082.43,ACC00193,ACC00078,TXN100328,UPI,Lucknow,Uttar Pradesh,Open,19,LOW
CMP-1329,2025-06-26T05:00:00,SIM Swap Fraud,5930.8,ACC00172,ACC00009,TXN100329,IMPS,Hyderabad,Telangana,Open,50,MEDIUM
CMP-1330,2025-02-12T13:00:00,Romance Scam,2768.08,ACC00462,ACC00093,TXN100330,UPI,Delhi,Delhi,Closed,41,MEDIUM
CMP-1331,2025-07-23T17:00:00,Phishing,1550.95,ACC00207,ACC00008,TXN100331,RTGS,Kanpur,Uttar Pradesh,Under Investigation,20,LOW
CMP-1332,2025-07-26T11:00:00,OTP Fraud,2291.0,ACC00124,ACC00093,TXN100332,Card,Lucknow,Uttar Pradesh,Under Investigation,40,MEDIUM
CMP-1333,2025-08-10T17:00:00,Romance Scam,30665.22,ACC00293,ACC00048,TXN100333,Wallet,Hyderabad,Telangana,Open,93,CRITICAL
CMP-1334,2025-04-02T11:00:00,SIM Swap Fraud,2329.99,ACC00183,ACC00004,TXN100334,NEFT,Bengaluru,Karnataka,Open,35,LOW
CMP-1335,2025-06-26T11:00:00,Phishing,5017.36,ACC00137,ACC00048,TXN100335,Wallet,Delhi,Delhi,Open,42,MEDIUM
CMP-1336,2025-01-25T18:00:00,UPI Fraud,591.53,ACC00273,ACC00078,TXN100336,Card,Delhi,Delhi,Closed,34,LOW
CMP-1337,2025-05-08T12:00:00,SIM Swap Fraud,667.57,ACC00410,ACC00180,TXN100337,IMPS,Mumbai,Maharashtra,Open,58,MEDIUM
CMP-1338,2025-06-07T22:00:00,Online Shopping Fraud,22003.16,ACC00309,ACC00092,TXN100338,NEFT,Bengaluru,Karnataka,Closed,65,HIGH
CMP-1339,2025-08-21T10:00:00,Online Shopping Fraud,50080.64,ACC00252,ACC00006,TXN100339,Card,Kanpur,Uttar Pradesh,Under Investigation,60,MEDIUM
CMP-1340,2025-06-03T19:00:00,Credit Card Fraud,5880.32,ACC00127,ACC00054,TXN100340,Card,Mumbai,Maharashtra,Open,34,LOW
CMP-1341,2025-01-16T00:00:00,Phishing,1071.58,ACC00149,ACC00021,TXN100341,Card,Bengaluru,Karnataka,Under Investigation,46,MEDIUM
CMP-1342,2025-03-04T07:00:00,Loan App Harassment,13016.91,ACC00257,ACC00060,TXN100342,UPI,Delhi,Delhi,Under Investigation,84,HIGH
CMP-1343,2025-08-30T00:00:00,Romance Scam,5360.97,ACC00194,ACC00048,TXN100343,UPI,Patna,Bihar,Under Investigation,47,MEDIUM
